TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t
1541081911492350.0,18.584801,79.0,1541081911492465.0,27.061256,72.0,2.0,-0.1856996103737942,-115.0
1792969024332991.0,19.356815,79.0,1792969024333143.0,28.646175,72.0,2.0,-0.1935162788817946,-152.0
1382357699594988.0,19.584858,79.0,1382357699595065.0,23.915924,72.0,2.0,-0.099562945787963,-77.0
996540147136191.0,18.257977,79.0,996540147136534.0,24.950237,72.0,2.0,-0.1548839764587354,-343.0
1717585072871099.0,17.376965,79.0,1717585072871363.0,24.438816,72.0,2.0,-0.1688800455502672,-264.0
1144685194652578.0,17.531483,79.0,1144685194652957.0,25.689644,72.0,2.0,-0.1887540091215113,-379.0
1481153890384595.0,19.927799,79.0,1481153890384810.0,28.470043,72.0,2.0,-0.1765005142171421,-215.0
1544251271819833.0,17.342442,79.0,1544251271820062.0,25.131626,72.0,2.0,-0.1833868138083689,-229.0
47391620436786.0,18.617825,79.0,47391620436889.0,27.403572,72.0,2.0,-0.1909056997987262,-103.0
528145046959596.0,18.800465,79.0,528145046959874.0,27.208298,72.0,2.0,-0.1827441654973423,-278.0
1655712406729143.0,19.355633,79.0,1655712406729131.0,27.359676,72.0,2.0,-0.1713366168679307,12.0
1581640565956458.0,19.603313,79.0,1581640565956907.0,27.616516,72.0,2.0,-0.1696999580409323,-449.0
1282744572648624.0,19.919605,79.0,1282744572648912.0,26.532219,72.0,2.0,-0.1423542378012971,-288.0
317408429001912.0,19.046757,79.0,317408429002114.0,26.482231,72.0,2.0,-0.1633129644788063,-202.0
955485340439707.0,18.63158,79.0,955485340440035.0,27.03067,72.0,2.0,-0.1839394685982403,-328.0
1497161168828031.0,19.408352,79.0,1497161168828143.0,27.437206,72.0,2.0,-0.1713898679571711,-112.0
1352271688725672.0,18.604771,79.0,1352271688725888.0,25.966148,72.0,2.0,-0.1651609875937267,-216.0
431048237534185.0,20.089088,79.0,431048237534688.0,24.222054,72.0,2.0,-0.0932714846302087,-503.0
1157717791244044.0,19.787075,79.0,1157717791244322.0,28.242302,72.0,2.0,-0.1760428206262179,-278.0
1681573137671103.0,18.121284,79.0,1681573137671426.0,26.795837,72.0,2.0,-0.1931235307801673,-323.0
1028328088231786.0,18.617825,79.0,1028328088231919.0,27.894257,72.0,2.0,-0.1994413408541892,-133.0
1591652679083433.0,19.297226,79.0,1591652679083520.0,26.523277,72.0,2.0,-0.1577034411865797,-87.0
1138266915781102.0,17.023853,79.0,1138266915781588.0,23.768673,72.0,2.0,-0.16534450453007,-486.0
454414009816283.0,17.088074,79.0,454414009816823.0,24.004372,72.0,2.0,-0.1683106914589606,-540.0
1403494634513211.0,18.591221,79.0,1403494634513277.0,26.132553,72.0,2.0,-0.1686202063358964,-66.0
197351458269227.0,18.959995,79.0,197351458269470.0,25.97533,72.0,2.0,-0.1561207134921134,-243.0
605174213360714.0,18.045616,79.0,605174213360663.0,27.365784,72.0,2.0,-0.2052385083921659,51.0
1266469698266584.0,17.368774,79.0,1266469698266850.0,24.722527,72.0,2.0,-0.1747095676610233,-266.0
214497497828643.0,18.053413,79.0,214497497828875.0,25.863285,72.0,2.0,-0.1778337706537044,-232.0
984623083909993.0,16.83107,79.0,984623083910145.0,25.128799,72.0,2.0,-0.1977539300706587,-152.0
1540233684519806.0,18.19862,79.0,1540233684520015.0,24.833847,72.0,2.0,-0.154191183136212,-209.0
957512775323090.0,15.921917,79.0,957512775322983.0,25.217506,72.0,2.0,-0.2259533149018643,107.0
1070114019993471.0,19.024769,79.0,1070114019993933.0,28.050106,72.0,2.0,-0.1917230157276041,-462.0
137073738898219.0,17.5438,79.0,137073738898374.0,26.223877,72.0,2.0,-0.1983216289957541,-155.0
923979401954927.0,18.712376,79.0,923979401955176.0,26.602154,72.0,2.0,-0.174111438428248,-249.0
1508323633483302.0,19.032322,79.0,1508323633483630.0,26.961952,72.0,2.0,-0.1724047215094644,-328.0
181006600139917.0,16.744137,79.0,181006600139921.0,24.626102,72.0,2.0,-0.1905225879889164,-4.0
511940286706973.0,18.513466,79.0,511940286707034.0,27.32682,72.0,2.0,-0.1922621948737405,-61.0
1567649096030642.0,19.030468,79.0,1567649096030825.0,27.457684,72.0,2.0,-0.1812766401211216,-183.0
502472235459535.0,17.284031,79.0,502472235459833.0,26.886482,72.0,2.0,-0.2173950526678284,-298.0
330171398411615.0,18.654068,79.0,330171398411862.0,24.036583,72.0,2.0,-0.1260818205840899,-247.0
33991025319436.0,17.715389,79.0,33991025319581.0,26.484631,72.0,2.0,-0.1983990504981672,-145.0
1060074948923803.0,18.872677,79.0,1060074948924016.0,26.615116,72.0,2.0,-0.1702091591913461,-213.0
437698971182186.0,18.246296,79.0,437698971182579.0,25.159264,72.0,2.0,-0.159264573478605,-393.0
1472926060802551.0,17.814205,79.0,1472926060802713.0,26.497673,72.0,2.0,-0.1959625362752623,-162.0
358947702985107.0,18.536472,79.0,358947702985183.0,25.824043,72.0,2.0,-0.1642805769951047,-76.0
378055479119585.0,19.034641,79.0,378055479119726.0,25.762222,72.0,2.0,-0.1501797346836541,-141.0
1353868513275218.0,18.518681,79.0,1353868513275411.0,26.112144,72.0,2.0,-0.1701394271784131,-193.0
1351744216363132.0,18.388153,79.0,1351744216363391.0,24.960426,72.0,2.0,-0.1516144969827038,-259.0
1623190089765046.0,20.240971,79.0,1623190089765270.0,28.74501,72.0,2.0,-0.1736014840654105,-224.0
1013310631670009.0,16.980236,79.0,1013310631670145.0,24.173096,72.0,2.0,-0.1747819593319928,-136.0
1561301365292830.0,17.257881,79.0,1561301365292797.0,24.602928,72.0,2.0,-0.1754635702334371,33.0
1031648247215371.0,17.695065,79.0,1031648247215465.0,27.327919,72.0,2.0,-0.2139541439545633,-94.0
430296278945798.0,18.176311,79.0,430296278945778.0,26.42395,72.0,2.0,-0.1849235590796207,20.0
1694288564536851.0,16.460415,79.0,1694288564537198.0,23.867409,72.0,2.0,-0.1836695676910313,-347.0
389007642546577.0,17.93787,79.0,389007642546748.0,27.377197,72.0,2.0,-0.2083043814102713,-171.0
791007982110504.0,19.496552,79.0,791007982110694.0,26.408722,72.0,2.0,-0.1505746376767079,-190.0
364240125216915.0,16.972775,79.0,364240125216927.0,23.836258,72.0,2.0,-0.1681853867990452,-12.0
272769344714063.0,17.928185,79.0,272769344714242.0,25.450779,72.0,2.0,-0.1734157136625024,-179.0
1772661876566766.0,19.296841,79.0,1772661876566805.0,27.145325,72.0,2.0,-0.1689947880553202,-39.0
263906826422487.0,17.87141,79.0,263906826422851.0,27.010574,72.0,2.0,-0.2036265598240932,-364.0
1542272850774661.0,19.549736,79.0,1542272850774874.0,26.968346,72.0,2.0,-0.159477985356318,-213.0
1462408961047490.0,17.51759,79.0,1462408961047754.0,26.578197,72.0,2.0,-0.2054755707160868,-264.0
1666904054902520.0,18.659016,79.0,1666904054902881.0,23.905312,72.0,2.0,-0.1232556989975266,-361.0
910438739524654.0,18.375919,79.0,910438739524970.0,25.469528,72.0,2.0,-0.1617866730837525,-316.0
1356353487095382.0,19.478653,79.0,1356353487095888.0,28.137764,72.0,2.0,-0.1818513770156204,-506.0
430104021843299.0,17.899731,79.0,430104021843658.0,26.03228,72.0,2.0,-0.1851167022606818,-359.0
1514029085290256.0,18.286045,79.0,1514029085290129.0,25.576164,72.0,2.0,-0.1662050126111978,127.0
1256417545854173.0,19.572826,79.0,1256417545854295.0,27.023331,72.0,2.0,-0.159895267757811,-122.0
190403123986245.0,18.079571,79.0,190403123986285.0,26.044724,72.0,2.0,-0.180516266605506,-40.0
999672339813874.0,19.362255,79.0,999672339814497.0,27.190456,72.0,2.0,-0.1681577899942282,-623.0
901627940873052.0,20.016407,79.0,901627940873364.0,26.629471,72.0,2.0,-0.1417716695138635,-312.0
353205931242128.0,18.656246,79.0,353205931242507.0,26.563744,72.0,2.0,-0.174867309789321,-379.0
282369919960714.0,19.117683,79.0,282369919960804.0,26.911911,72.0,2.0,-0.1693308005280255,-90.0
724074466301184.0,17.642506,79.0,724074466301244.0,24.153801,72.0,2.0,-0.1557863712695956,-60.0
872842276139013.0,18.493435,79.0,872842276139265.0,25.808273,72.0,2.0,-0.1651141305883736,-252.0
519918665988101.0,17.096573,79.0,519918665988290.0,25.966728,72.0,2.0,-0.2059794487189916,-189.0
563593664027551.0,18.451565,79.0,563593664028030.0,26.208176,72.0,2.0,-0.1736823999942141,-479.0
1735111085516404.0,18.58305,79.0,1735111085516721.0,28.235817,72.0,2.0,-0.2061725884994184,-317.0
1515572623007838.0,19.7561,79.0,1515572623008207.0,27.425598,72.0,2.0,-0.1625523947866395,-369.0
389863570155535.0,17.795403,79.0,389863570155798.0,25.761051,72.0,2.0,-0.1828810031229814,-263.0
577780025590047.0,19.322475,79.0,577780025590401.0,27.10305,72.0,2.0,-0.1675926120383129,-354.0
223888538115623.0,18.242439,79.0,223888538115912.0,25.787045,72.0,2.0,-0.171353495762067,-289.0
1039906619259543.0,18.240196,79.0,1039906619259867.0,26.758972,72.0,2.0,-0.1893096334581119,-324.0
1527451832959145.0,18.990299,79.0,1527451832959366.0,27.351463,72.0,2.0,-0.1804239553947042,-221.0
1067710479845108.0,18.689617,79.0,1067710479845401.0,26.887524,72.0,2.0,-0.1798688294204325,-293.0
454749757339508.0,18.198742,79.0,454749757339745.0,26.870331,72.0,2.0,-0.1924066421335091,-237.0
1179204628867174.0,18.485714,79.0,1179204628867357.0,26.021118,72.0,2.0,-0.1693089276720481,-183.0
1432268274969143.0,18.927677,79.0,1432268274969386.0,24.997395,72.0,2.0,-0.1381834502172245,-243.0
470617137503691.0,17.180462,79.0,470617137503929.0,24.067207,72.0,2.0,-0.1669608287440437,-238.0
1051084156412659.0,18.361912,79.0,1051084156412396.0,26.058128,72.0,2.0,-0.173259997064388,263.0
1547675074897682.0,18.721283,79.0,1547675074898060.0,26.456612,72.0,2.0,-0.1712193319321318,-378.0
1571510893380096.0,18.707417,79.0,1571510893380394.0,26.277664,72.0,2.0,-0.1682835027017068,-298.0
201298085015566.0,20.801941,79.0,201298085015720.0,26.651764,72.0,2.0,-0.1232743154617748,-154.0
513264299994303.0,18.83445,79.0,513264299994783.0,25.535149,72.0,2.0,-0.1510200486598943,-480.0
1655278116613512.0,18.861057,79.0,1655278116613734.0,26.556179,72.0,2.0,-0.1694317549399087,-222.0
1292982790718761.0,19.37159,79.0,1292982790718872.0,28.87709,72.0,2.0,-0.1970105710664001,-111.0
471296590407689.0,18.65794,79.0,471296590407925.0,27.335377,72.0,2.0,-0.1886673448666466,-236.0
1037004192599253.0,20.259655,79.0,1037004192599706.0,28.145638,72.0,2.0,-0.1629157166758602,-453.0
1297558213918089.0,20.276196,79.0,1297558213918519.0,27.697357,72.0,2.0,-0.1546927533176457,-430.0
48017492851759.0,18.79707,79.0,48017492852099.0,27.467621,72.0,2.0,-0.1874118428673823,-340.0
608382360126281.0,18.986912,79.0,608382360126420.0,26.1273,72.0,2.0,-0.1582735834995854,-139.0
343828415842529.0,18.261528,79.0,343828415842908.0,26.296265,72.0,2.0,-0.1803217004037879,-379.0
849327198864867.0,19.499477,79.0,849327198865183.0,28.481651,72.0,2.0,-0.1872022266754545,-316.0
724830890806485.0,17.914822,79.0,724830890806836.0,26.566055,72.0,2.0,-0.1944933100127499,-351.0
516707285569748.0,17.391483,79.0,516707285570092.0,27.283417,72.0,2.0,-0.2214203948973584,-344.0
1607743422426008.0,18.223026,79.0,1607743422426103.0,26.762077,72.0,2.0,-0.1898195275889442,-95.0
672764804638692.0,19.268612,79.0,672764804638802.0,28.453064,72.0,2.0,-0.1924587057671654,-110.0
1429700676136225.0,19.004921,79.0,1429700676136553.0,27.820656,72.0,2.0,-0.1882675145679465,-328.0
56493741942891.0,17.054276,79.0,56493741942983.0,25.668125,72.0,2.0,-0.2016237102404426,-92.0
311753733672769.0,19.173378,79.0,311753733673022.0,26.800545,72.0,2.0,-0.1659020266771665,-253.0
1049148650532296.0,17.00655,79.0,1049148650532533.0,24.172798,72.0,2.0,-0.1740252905412683,-237.0
192675789460618.0,18.418491,79.0,192675789460851.0,26.470963,72.0,2.0,-0.1793844941843133,-233.0
738675782094001.0,18.989174,79.0,738675782094081.0,26.117737,72.0,2.0,-0.1580370466955718,-80.0
