TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t,n1,n2,ChargeL_zscore,ChargeR_zscore
550861195939109.0,27.327843,94.0,550861195940274.0,19.930496,89.0,15.0,0.1565299829941124,-1165.0,16.194166,2.7056026,0.9476463495275461,-1.3694178279069291
491536549426235.0,29.435993,87.0,491536549427706.0,14.501266,80.0,28.0,0.3399103025521005,-1471.0,-1.0460705,5.7845573,-1.0653801168285535,1.2891474785730788
446384290557211.0,17.856583,103.0,446384290557279.0,24.404579,96.0,2.0,-0.1549412200260844,-68.0,5.172084,0.841295,0.510559170079934,-2.062608760283106
1529468092542258.0,28.789452,87.0,1529468092543830.0,14.778461,80.0,28.0,0.3215896754108924,-1572.0,-0.9265074,5.6990423,0.9891772604652038,-0.9344166497143287
1352700384034462.0,23.363804,94.0,1352700384034833.0,24.530998,89.0,10.0,-0.0243699514615386,-371.0,13.851596,10.761279,-1.0996107667449084,0.35606863182406523
734871660461251.0,32.634342,78.0,734871660463183.0,17.940262,73.0,28.0,0.290542660502097,-1932.0,-4.203499,-2.6415896,1.586752582429977,-1.1295563986414914
821047844050870.0,26.903008,103.0,821047844051815.0,17.244331,96.0,15.0,0.2187827674053016,-945.0,6.6189327,6.647741,-1.039352876968196,0.6088333531753429
111865551881611.0,18.200825,87.0,111865551882450.0,20.581356,80.0,10.0,-0.0613820816317679,-839.0,4.002786,2.4790986,-1.2072804946785032,0.3744278560341701
852295989090908.0,30.724079,102.0,852295989092272.0,18.53027,97.0,28.0,0.2475681690565029,-1364.0,3.9887624,-5.160536,1.1135108550451145,-0.17209864112918066
1443649927746068.0,26.223583,87.0,1443649927746848.0,17.50293,80.0,20.0,0.1994362779396565,-780.0,2.0684574,3.0591898,-1.3056684256490023,1.6909845728182393
855448614855644.0,24.874538,95.0,855448614856553.0,20.257118,88.0,15.0,0.1023100060853074,-909.0,10.461944,3.3852818,-0.9330025461189969,0.7842186802704707
1217210870689057.0,26.538658,78.0,1217210870690098.0,23.062263,73.0,15.0,0.070087307451408,-1041.0,-6.2077365,6.6727233,0.2951200099060329,-1.0613799486088173
395999007639992.0,30.856815,103.0,395999007641608.0,15.067551,96.0,28.0,0.3438101682231171,-1616.0,5.399723,11.465588,-1.3378589720587832,0.6936790253269269
821987375911994.0,24.302578,87.0,821987375913441.0,13.192654,80.0,25.0,0.2963023138515319,-1447.0,0.87545174,6.846592,0.5580735014751845,0.091198324597903
571700631260788.0,26.174641,95.0,571700631261710.0,18.61364,88.0,20.0,0.1688165035849445,-922.0,11.311508,5.5063214,0.8689094634182177,-1.5524923492181015
148286891168292.0,17.956615,87.0,148286891168773.0,21.094543,80.0,10.0,-0.0803542880853879,-481.0,3.8217888,2.01504,-1.4203620779589567,1.0526263258289343
1300423376968241.0,21.600403,103.0,1300423376968405.0,23.313938,96.0,10.0,-0.0381511775938113,-164.0,8.551352,0.4603831,-0.47107969786117626,0.6510600733368214
687956344143661.0,30.464855,79.0,687956344145344.0,16.310425,72.0,28.0,0.3026049229422037,-1683.0,0.3522364,11.393847,1.1023948706960678,-1.62323816996741
726902755793582.0,22.671047,86.0,726902755794441.0,24.296345,81.0,10.0,-0.0346048168908334,-859.0,8.9000025,10.111448,-0.31483816861265496,-0.6940311936810621
600837810594566.0,23.609886,87.0,600837810595790.0,17.443478,80.0,20.0,0.1502046945531674,-1224.0,3.5874226,3.9514115,-1.2857531295133984,1.7895924112527561
510995693036642.0,25.95422,86.0,510995693037930.0,20.427025,81.0,20.0,0.119168750213583,-1288.0,9.565116,3.587583,-0.479226399640162,0.6629194107726716
438528387872165.0,29.525093,78.0,438528387873342.0,17.517864,73.0,25.0,0.2552396738155724,-1177.0,-6.108393,-0.41119853,1.2839359610536272,-1.3304203990547852
1190408367396181.0,18.936161,95.0,1190408367396689.0,25.342064,88.0,2.0,-0.1446738888020015,-508.0,12.765309,-1.2099388,0.7584331405945125,-1.0714821252882798
900774567053201.0,24.326275,79.0,900774567053818.0,22.265682,72.0,15.0,0.0442263672247121,-617.0,-1.6354533,3.1662958,0.9701716208714926,0.0476977968900754
1581951358996415.0,22.885025,102.0,1581951358997013.0,24.499287,97.0,10.0,-0.0340674356525425,-598.0,0.9379957,8.766526,-0.40463154186236333,0.39619073184398845
333237462942222.0,25.203022,87.0,333237462943830.0,14.353878,80.0,25.0,0.2742667903703273,-1608.0,0.9745895,5.7891,0.00102368058597835,-0.22268015147955958
1380785341456350.0,30.721485,87.0,1380785341458038.0,14.563915,80.0,28.0,0.3567942427360694,-1688.0,-0.94335294,5.861947,1.3907783059291892,-1.269667030968571
517719900487188.0,19.81078,79.0,517719900487663.0,26.378456,72.0,5.0,-0.1421906177447922,-475.0,-3.2891054,0.9019791,0.08971867958505195,-0.2283224252523118
706049795696129.0,21.169861,78.0,706049795696328.0,23.858231,73.0,10.0,-0.0597042841610965,-199.0,-3.5086477,12.812177,0.5781119754256082,0.2027154457973148
1129447860267117.0,31.129337,79.0,1129447860268519.0,16.834808,72.0,28.0,0.298025306194867,-1402.0,-0.12902795,12.007793,0.8304489338231605,0.04499757713093315
520301741252204.0,18.114929,103.0,520301741252452.0,23.345261,96.0,2.0,-0.1261531121782124,-248.0,5.854864,1.8203876,-0.578518641700213,0.861099586969498
1076023776925295.0,18.965733,86.0,1076023776925923.0,24.955025,81.0,2.0,-0.1363658614452874,-628.0,6.32538,13.336988,-1.3057163023091025,1.3554983479885847
1390338609543742.0,17.129684,87.0,1390338609543884.0,23.934566,80.0,5.0,-0.1657130472369518,-142.0,2.7577424,-1.4248569,0.049785361664503286,-0.300559294488424
806674060949882.0,26.847824,102.0,806674060951166.0,18.309986,97.0,25.0,0.1890666974328471,-1284.0,4.9310217,-2.004947,-1.500782781555768,0.9525186105384805
118897120625162.0,22.986553,86.0,118897120626738.0,17.910969,81.0,15.0,0.1241049274330116,-1576.0,8.309411,4.6073265,-1.31556704133008,1.2873805435508652
476326550125254.0,19.002533,103.0,476326550125509.0,23.622459,96.0,2.0,-0.1083853810459366,-255.0,6.167546,0.6106841,-1.5036091313784443,0.9191454834219255
147398188470039.0,16.13588,87.0,147398188470516.0,23.258896,80.0,5.0,-0.180811181665305,-477.0,3.3635082,-1.3042285,0.44778961493576364,-0.3569382056691802
923890234670381.0,26.557739,102.0,923890234671429.0,23.588348,97.0,20.0,0.0592148097218433,-1048.0,1.109725,2.2707796,0.946984907903063,-0.7109157649470391
594199974214321.0,25.802139,94.0,594199974215185.0,22.949753,89.0,20.0,0.0585082113325981,-864.0,16.786083,5.128816,-1.2496357673315652,0.9005037513995607
1451093153609792.0,17.883091,95.0,1451093153610279.0,23.363159,88.0,2.0,-0.1328622117162166,-487.0,10.087378,-1.3591847,0.776572352087005,-1.3284031167078685
1731229251730788.0,22.622139,94.0,1731229251731104.0,26.617676,89.0,2.0,-0.081144435656389,-316.0,13.449587,11.400376,-1.3445617044727265,1.4327100032312055
213301358137551.0,18.451565,79.0,213301358137758.0,27.095222,72.0,2.0,-0.1897753402451857,-207.0,-3.5133014,-0.18895501,-1.1822593619131516,1.113645175586937
1108097984636041.0,21.371105,103.0,1108097984636327.0,22.625935,96.0,10.0,-0.0285207823071733,-286.0,8.832623,0.63340837,1.004512433588271,-0.6092287174784505
1244844181169537.0,29.051865,86.0,1244844181171628.0,16.616665,81.0,28.0,0.2722925393044181,-2091.0,7.6111894,-1.5904521,-0.9625087458096014,1.0713680076018415
1278499638327097.0,24.302731,79.0,1278499638328049.0,22.286766,72.0,15.0,0.0432708041471235,-952.0,-1.6323632,3.1663342,-0.7960697203708378,0.3699184512005345
1238554525744102.0,25.709644,95.0,1238554525745663.0,13.805042,88.0,25.0,0.3012703175725603,-1561.0,11.495738,8.832954,0.25482784944570885,-1.2860225306843567
1415976689043184.0,23.228645,78.0,1415976689043717.0,26.687706,73.0,2.0,-0.0692971527506086,-533.0,-3.8150165,11.819482,-0.6822829356711202,0.46468973264891855
1020212807138062.0,22.723309,78.0,1020212807138780.0,27.031025,73.0,2.0,-0.0865797138396023,-718.0,-3.5983531,12.532634,-1.164212185165317,1.172655571367156
452800389294445.0,27.132336,95.0,452800389295714.0,13.876854,88.0,28.0,0.3232319877568906,-1269.0,11.698223,9.93656,1.6977787896119132,-1.3607672873520678
12372098609477.0,29.852142,102.0,12372098610914.0,18.472172,97.0,28.0,0.2354915995289659,-1437.0,4.040737,-4.295174,-0.7920171702632809,1.563440493354352
1586753768118634.0,26.173573,79.0,1586753768119417.0,17.485085,72.0,20.0,0.199009506888645,-783.0,0.60662115,7.0705166,-1.5966943736264565,0.5069057326478772
506000485214595.0,27.01347,79.0,506000485215485.0,19.304794,72.0,20.0,0.1664284309101049,-890.0,-0.9697691,6.7095914,-1.3579018618176624,0.7884354877271237
452771175122096.0,22.847462,87.0,452771175122870.0,16.855328,80.0,20.0,0.1509247586882433,-774.0,3.8017588,4.5886583,1.1310527703412183,-1.2295606958935286
944917642000030.0,27.292622,94.0,944917642000919.0,22.519386,89.0,15.0,0.0958250066931652,-889.0,16.97566,4.4104705,0.5476191911615926,-0.010350306654634295
391173240214072.0,18.23177,95.0,391173240214164.0,25.501923,88.0,5.0,-0.1662368874268175,-92.0,12.528272,-2.3486044,-1.386011736392353,1.00654097775849
1611791454494652.0,24.283047,94.0,1611791454495059.0,23.750816,89.0,10.0,0.0110803288921401,-407.0,13.902336,9.968278,1.140645533183989,-0.9558213459764611
739345572531340.0,26.923771,79.0,739345572532228.0,18.275101,72.0,20.0,0.1913470318462815,-888.0,-0.122843646,7.3873825,1.836569741076074,-1.1859930095205102
240830019269671.0,32.510757,94.0,240830019271228.0,18.077354,89.0,28.0,0.285312155656494,-1557.0,13.853632,-3.1366818,0.463015554902292,-0.056019460180230726
1600857010149286.0,27.551952,95.0,1600857010150789.0,16.036263,88.0,25.0,0.2641927181464071,-1503.0,11.730986,8.571903,0.9266647518553546,-2.034180150478889
986967459858886.0,19.12487,102.0,986967459859081.0,27.521374,97.0,2.0,-0.1800038605466283,-195.0,3.1799269,13.4606,-1.4449974085118549,0.9815885383004379
765889015370945.0,24.957592,95.0,765889015372071.0,20.248329,88.0,15.0,0.1041735882341608,-1126.0,10.493313,3.3731313,1.2671768059090542,-1.042593809691346
1084553165240498.0,25.995502,102.0,1084553165241838.0,17.832394,97.0,25.0,0.1862537047181091,-1340.0,5.4774117,-1.7474155,0.7481282705355026,0.04526085171043805
1419030125110085.0,16.419357,79.0,1419030125110310.0,25.535965,72.0,2.0,-0.2172932435127061,-225.0,-3.017089,-2.2236004,-1.2260553501776572,1.0334807461681863
461530330052454.0,19.092922,103.0,461530330052787.0,23.202896,96.0,5.0,-0.0971721128552236,-333.0,6.8011026,1.1056408,-1.4581349034897677,-0.29361231387735626
789938352193940.0,35.075687,78.0,789938352196018.0,19.255016,73.0,28.0,0.2911920907778425,-2078.0,-3.205357,-2.7343066,1.6526192461784543,-1.13379874530885
729988712071517.0,24.181606,102.0,729988712072403.0,24.438992,97.0,10.0,-0.0052937645892385,-886.0,1.5204664,3.9320736,-1.321970660823887,0.8453002745090986
1322092780289751.0,16.68005,87.0,1322092780290211.0,21.868038,80.0,2.0,-0.1345848333644978,-460.0,3.6710598,0.5513641,-1.0855675662116175,1.25234043116264
1800553172408347.0,28.86824,95.0,1800553172409702.0,15.733292,88.0,28.0,0.294495444685622,-1355.0,11.798383,9.886487,0.6652270446413951,-0.05352008581886716
1195767215654289.0,20.548836,103.0,1195767215654350.0,24.84581,96.0,5.0,-0.0946581673970978,-61.0,6.297192,-1.2228221,1.64905685080949,-1.2121338105236608
354917088729672.0,29.88298,94.0,354917088731066.0,16.334457,89.0,28.0,0.2931474326453888,-1394.0,13.557855,-0.83791655,0.7983822624611132,-1.5327899517041723
295882310565853.0,19.431015,94.0,295882310566175.0,24.08374,89.0,5.0,-0.1069229276368441,-322.0,13.381746,13.913503,0.3181461268932538,0.20044119484884515
420595510527004.0,17.13055,79.0,420595510527118.0,24.466248,72.0,5.0,-0.1763524682837366,-114.0,-2.9716115,-2.3514316,-1.3458817987900362,1.2072366085604602
251679921571866.0,25.011959,87.0,251679921572919.0,15.804638,80.0,20.0,0.2255778697082463,-1053.0,1.7866212,4.5215373,-1.1232806621227893,1.1532091965580882
1008968271279089.0,25.834763,87.0,1008968271280348.0,16.295101,80.0,20.0,0.2264346735133064,-1259.0,1.3629524,3.765253,-1.3639003889883934,1.299659543819436
1598452768461969.0,20.259922,86.0,1598452768462579.0,26.102402,81.0,2.0,-0.1260178415560014,-610.0,8.200619,12.999129,1.244770528982443,-1.6517474962894143
1226792700562359.0,21.89893,103.0,1226792700563339.0,16.578346,96.0,15.0,0.1382786037140466,-980.0,7.2508698,4.2644453,1.6698736691029892,-1.207111099084714
254302401182219.0,25.179379,79.0,254302401183519.0,16.154671,72.0,25.0,0.2183359240142207,-1300.0,1.12502,7.226109,-1.321799606348968,0.7176789468152966
292633194213269.0,15.779655,87.0,292633194213552.0,23.782192,80.0,2.0,-0.2022791554701679,-283.0,3.2391217,-2.0087817,0.042081867607895694,0.17709898686089307
360002757084406.0,18.140514,79.0,360002757084706.0,26.449364,72.0,5.0,-0.1863393750483013,-300.0,-3.2997148,-0.9857965,-1.5256805040953298,0.908469778047708
227894975928214.0,27.51844,78.0,227894975929253.0,22.42802,73.0,15.0,0.1019175332946518,-1039.0,-6.52429,5.975479,-1.304413871225616,1.3392043315578321
1226362677342960.0,27.499645,79.0,1226362677343959.0,17.872311,72.0,25.0,0.2121868847796643,-999.0,-0.26298395,8.29345,1.6559634076453142,-0.8812399141377124
1760092369229904.0,27.923893,94.0,1760092369230614.0,23.074135,89.0,15.0,0.0950969712005335,-710.0,16.99666,4.180272,1.431905751420571,-1.284119701837273
1436850336113986.0,18.938381,87.0,1436850336114437.0,19.89888,80.0,10.0,-0.0247313784563746,-451.0,4.1378264,3.1385798,0.9854242880997273,-1.191234538394399
942531957210039.0,19.153431,86.0,942531957210568.0,26.113487,81.0,2.0,-0.1537559062448209,-529.0,7.317049,14.038409,-1.133829098879782,0.060014002428564514
482347387292887.0,21.463123,78.0,482347387293619.0,23.111946,73.0,10.0,-0.0369898025284043,-732.0,-3.598412,12.559249,0.33677851446696555,-1.2049989117696163
1403434399954275.0,26.506474,87.0,1403434399955848.0,14.064518,80.0,25.0,0.306671229532667,-1573.0,-0.48567334,5.9911447,-0.09106335654005451,-0.19487930178048682
1120666984502976.0,18.638428,86.0,1120666984503556.0,25.728504,81.0,2.0,-0.1598054154386875,-580.0,6.7638664,14.02123,-1.1207327406437995,1.3661813052374467
219867283606948.0,25.429531,102.0,219867283607858.0,22.44606,97.0,15.0,0.0623171628314729,-910.0,1.9943814,2.5068774,-0.7602094047233259,1.5359546272539928
23098393662085.0,15.042255,87.0,23098393662512.0,22.025192,80.0,5.0,-0.188384622226613,-427.0,3.9815285,-0.09349105,0.29728515051519677,-0.19317132765212766
1279249625317283.0,28.732277,78.0,1279249625318242.0,20.324402,73.0,20.0,0.1713910352553624,-959.0,-6.364466,3.414002,0.2838490074390909,-0.13989117403709392
1189761226246885.0,21.491516,79.0,1189761226247387.0,26.265808,72.0,5.0,-0.0999698391811065,-502.0,-2.8844142,1.182127,-0.31647573631683884,0.6200214192581789
1698396837046606.0,20.967148,94.0,1698396837047119.0,25.386604,89.0,2.0,-0.0953419261508754,-513.0,13.445247,13.359775,-0.4032131377041692,0.5739553044204897
1657029624069392.0,28.59343,86.0,1657029624071261.0,15.138966,81.0,28.0,0.3076543988122672,-1869.0,6.9016967,-1.3194894,-1.1538029625801678,1.265348402482488
1214695143761128.0,31.346237,103.0,1214695143762737.0,15.287811,96.0,28.0,0.3443498192565226,-1609.0,5.443455,12.0673895,-1.4043931201169984,1.0911801291321392
200231879298978.0,27.244576,102.0,200231879299997.0,22.309975,97.0,15.0,0.0995791688234648,-1019.0,1.7840283,0.84282714,1.023154350011808,-0.1720819302876069
1137490523600654.0,22.94067,95.0,1137490523601750.0,18.987507,88.0,15.0,0.0942841612217006,-1096.0,10.535567,4.427882,0.7344927188459719,-1.369078566293099
1405157317016393.0,17.897236,79.0,1405157317016606.0,25.903664,72.0,2.0,-0.1827914038296016,-213.0,-3.214545,-1.587824,-0.48499902334673434,0.46281465010482503
2896151878877.0,28.979225,94.0,2896151880059.0,19.04744,89.0,25.0,0.2067973072875245,-1182.0,15.406183,0.69321674,1.5428299301860813,-1.4460449189933795
1625288832532764.0,28.351906,102.0,1625288832534299.0,19.138817,97.0,28.0,0.193997657184541,-1535.0,3.747331,-2.5261068,0.5912813107065966,-2.0220212790903083
745014814020093.0,13.110607,87.0,745014814020188.0,21.812889,80.0,5.0,-0.2491812961680582,-95.0,4.1762547,0.12225435,-1.0631689588470605,1.2158688617792592
1318167523818806.0,25.777737,87.0,1318167523820295.0,13.07093,80.0,25.0,0.3270847620074067,-1489.0,0.031822573,6.750958,1.122378495657251,0.04526085171043805
1436194946014805.0,28.391495,103.0,1436194946015995.0,15.048412,96.0,28.0,0.3071618684634845,-1190.0,5.419731,9.180828,1.5740959457518031,-1.5623864286251405
457209324918268.0,17.661991,87.0,457209324918608.0,20.460857,80.0,10.0,-0.073417022778571,-340.0,4.1295357,2.2497633,-0.03888198042897843,-0.07335144058191868
1468489983223109.0,28.604862,79.0,1468489983224497.0,17.751102,72.0,25.0,0.2341394518297581,-1388.0,-0.4556222,9.454306,-0.19672830743472078,0.15621768676879566
996960597993412.0,26.650585,102.0,996960597994368.0,22.956936,97.0,20.0,0.0744574396289627,-956.0,1.2669872,1.8599311,-0.6812359242451552,0.3901890173279585
305232547903676.0,27.514278,78.0,305232547904885.0,21.900204,73.0,15.0,0.1136119164418237,-1209.0,-6.601575,5.5792947,0.16864986126643491,-0.12623715527604085
562996075854416.0,27.407398,79.0,562996075855485.0,19.326267,72.0,20.0,0.1729188369882824,-1069.0,-1.370821,7.224841,-0.7337106030020843,0.9778285989464239
1513839878913416.0,29.479958,78.0,1513839878914785.0,18.084785,73.0,25.0,0.2395718400076291,-1369.0,-5.8014545,-0.08991753,-1.2781481777086459,1.2579439231709866
1160238162716113.0,21.362934,94.0,1160238162716405.0,26.292976,89.0,2.0,-0.1034507997014431,-292.0,13.268989,12.834881,-0.5625798972845315,0.6784879244400197
925462263633696.0,20.00399,103.0,925462263633955.0,23.41943,96.0,5.0,-0.0786543298524159,-259.0,7.3781004,0.14637154,1.0350788921302065,-0.8442812079575224
1733012695339372.0,28.669918,86.0,1733012695340696.0,21.826061,81.0,20.0,0.1355327124165668,-1324.0,10.997854,2.095264,-1.4399440967616346,-0.19764447311253766
477382215836002.0,18.937469,103.0,477382215836028.0,22.883652,96.0,5.0,-0.0943586136775243,-26.0,6.997344,1.5217409,0.1696515525529848,0.13598842479695863
1094957949814222.0,26.173191,103.0,1094957949815323.0,14.589088,96.0,25.0,0.2841868336164422,-1101.0,5.6943045,6.8766937,-1.2034680251043581,1.7941027619830845
1154746834462732.0,23.254162,95.0,1154746834463353.0,21.306541,88.0,20.0,0.0437071425915341,-621.0,10.232293,2.9045146,-1.1915055999976285,1.0739755294850861
30903954414271.0,32.219021,94.0,30903954415582.0,17.516106,89.0,28.0,0.2956243582126572,-1311.0,13.554782,-2.919146,0.5405141553562292,-0.6958520448147668
819479872056309.0,19.571629,79.0,819479872056831.0,26.667389,72.0,5.0,-0.1534582762981687,-522.0,-3.43104,0.93478,-1.495008530972397,1.3331868520969223
26069318191930.0,29.251968,103.0,26069318193459.0,14.58469,96.0,28.0,0.3345893293234169,-1529.0,5.300868,9.934303,-1.3789926926463918,1.1944234919593357
1090307534390813.0,23.712231,78.0,1090307534391202.0,25.886116,73.0,10.0,-0.0438297873112586,-389.0,-3.9781463,11.25621,-0.775162494209481,1.2472587588298398
1449703739703770.0,25.136272,87.0,1449703739704551.0,14.919083,80.0,25.0,0.2550767306893173,-781.0,1.1110269,5.3443074,0.36690176528652385,-0.09417377978016267
984454362233604.0,24.308357,103.0,984454362234289.0,18.560486,96.0,15.0,0.1340803856077944,-685.0,7.967572,3.828602,-0.6274134942653254,0.8796186677206925
1199879763049290.0,28.547279,78.0,1199879763050419.0,21.589725,73.0,15.0,0.1387708368054859,-1129.0,-6.6049857,4.3993053,1.2087984236577078,-1.323307255924677
1207307946801289.0,26.807598,103.0,1207307946802212.0,17.662273,96.0,20.0,0.2056521594137298,-923.0,6.823124,6.5619116,1.7694248169851308,-1.0413981962716041
1373734555077095.0,25.977753,86.0,1373734555078429.0,21.077908,81.0,15.0,0.1041287040893974,-1334.0,10.101238,3.9333024,-1.0424151239267996,1.430387511551401
823627232304194.0,32.841255,94.0,823627232305950.0,18.019653,89.0,28.0,0.2914144198919924,-1756.0,13.901249,-3.458508,1.0053137866175104,-1.3808751592483253
252712075609413.0,29.339138,79.0,252712075610835.0,16.61985,72.0,28.0,0.276753004221938,-1422.0,0.5054287,10.183907,-0.4682036120906296,1.1258847634933062
208646029813232.0,19.038776,103.0,208646029813553.0,23.656364,96.0,2.0,-0.1081525438258312,-321.0,6.212473,0.57748514,1.2620702720463928,-1.1011255817449923
526050950111073.0,29.006939,86.0,526050950112636.0,16.687775,81.0,25.0,0.2695971354586003,-1563.0,7.628299,-1.5551894,-1.16325209544264,0.7082206104847562
732224482800159.0,17.179951,87.0,732224482800657.0,24.593063,80.0,2.0,-0.1774617459970688,-498.0,2.5041864,-1.9331979,0.6826997014680343,-2.0083650532369726
219703397099064.0,25.058514,95.0,219703397100218.0,18.110184,88.0,20.0,0.1609575994161324,-1154.0,11.16264,5.5907345,1.4771175873225857,-0.916100936752094
1256479013559355.0,28.669651,79.0,1256479013560989.0,15.901649,72.0,28.0,0.2864624096672074,-1634.0,0.9585848,9.530261,-0.20310380520099353,-1.217043644957262
1597909458786807.0,28.737274,94.0,1597909458788099.0,17.770073,89.0,25.0,0.2358165259351388,-1292.0,14.378487,0.19347137,1.8391134791575792,-1.2751302149674806
1757034260829289.0,29.239906,103.0,1757034260830262.0,15.356705,96.0,20.0,0.3113061887146537,-973.0,5.5621133,10.192054,-1.0590659755587193,0.5201624747979406
1726854104428854.0,21.417507,102.0,1726854104429480.0,23.331394,97.0,10.0,-0.0427694749419655,-626.0,1.7166495,9.756326,0.5412657724375984,0.49087530609552876
383700014818413.0,30.002567,78.0,383700014820129.0,18.15377,73.0,25.0,0.2460485522393449,-1716.0,-5.567613,-0.25383553,0.12365230828001161,-0.025810672800101558
552750085013864.0,26.18417,79.0,552750085014531.0,19.808617,72.0,20.0,0.1386207145916162,-667.0,-1.0257803,5.8545914,0.6666856558976333,-1.536944329979098
701136838173673.0,29.187912,79.0,701136838174944.0,17.502411,72.0,20.0,0.2502767222235751,-1271.0,-0.20811808,10.138051,-1.1260609945731366,1.0766962436725729
1655561446439064.0,21.759701,102.0,1655561446439936.0,22.951485,97.0,10.0,-0.0266551641014398,-872.0,1.6521541,9.6659565,-0.8608705474046705,1.1003461833845938
834488059316003.0,30.162884,102.0,834488059317603.0,18.512917,97.0,28.0,0.2393379617933765,-1600.0,4.317946,-4.6908426,0.7503138633101463,0.5180193881908778
1797107704795145.0,20.669579,94.0,1797107704795490.0,26.089127,89.0,2.0,-0.1159045761446008,-345.0,13.292998,13.602249,-0.6231162154049297,0.8757975603805418
1246900335047920.0,19.404057,103.0,1246900335048195.0,23.284904,96.0,5.0,-0.0909098490356792,-275.0,6.951104,0.94517416,1.1389717093682743,-1.0915814841143008
657437591712316.0,29.187668,86.0,657437591714324.0,15.133183,81.0,28.0,0.3171077423581058,-2008.0,7.0601954,-1.5771762,-1.2291947575787514,1.260123584450172
1461697463168290.0,30.455601,95.0,1461697463169850.0,16.4786,88.0,28.0,0.2977999135427915,-1560.0,11.889945,11.124137,1.8122411930053657,-0.9832901859363484
1236192255670953.0,24.513828,94.0,1236192255671322.0,24.409851,89.0,10.0,0.0021252898826353,-369.0,13.904343,10.002114,1.2668595649331515,-1.3542484826439571
68367229384654.0,21.400555,79.0,68367229385354.0,22.05632,72.0,10.0,-0.0150900174023097,-700.0,-1.260134,1.3113,-0.6425810990780435,0.5520864881810749
1090159931371895.0,16.678036,87.0,1090159931372366.0,18.839954,80.0,10.0,-0.0608682529613866,-471.0,4.640415,2.5190833,1.282402978286554,-1.1111419971243048
1036565222775491.0,31.703632,102.0,1036565222777090.0,19.80769,97.0,28.0,0.2309383944756843,-1599.0,3.0492725,-5.7179813,0.8980795968442394,-0.501109257199697
1384088550719527.0,21.608921,78.0,1384088550720004.0,26.475304,73.0,2.0,-0.1012053953245581,-477.0,-3.3575923,13.552559,0.1480721938624622,0.08795074595250736
437244727941633.0,22.030018,78.0,437244727942204.0,24.111229,73.0,5.0,-0.0451052178975571,-571.0,-3.7779639,12.209493,-0.5050479557908683,0.35112537570731644
15403472323673.0,24.915726,79.0,15403472324444.0,18.887409,72.0,20.0,0.1376229578088417,-771.0,0.33050534,5.86664,0.9057796047362772,-1.358883691737739
801590870338445.0,30.972626,94.0,801590870340148.0,16.839241,89.0,28.0,0.2956041227170651,-1703.0,13.636668,-1.6889594,1.052572930766211,-1.0485428692914747
792555986873687.0,20.496605,94.0,792555986874084.0,24.278908,89.0,2.0,-0.0844725776787862,-397.0,13.412041,13.55923,-1.2033643698111336,1.4622812562403649
558423121086621.0,30.839958,78.0,558423121088002.0,18.833515,73.0,25.0,0.2417073394485624,-1381.0,-4.3466644,-0.70510495,1.420103457473106,-0.9668747794300163
939338939664976.0,27.923988,86.0,939338939666585.0,15.819866,81.0,28.0,0.2767045171648571,-1609.0,7.002032,-1.128625,-0.7130701846358459,0.7943268476289883
235290015179309.0,15.568981,87.0,235290015179632.0,23.826691,80.0,2.0,-0.2096095733561798,-323.0,3.2523744,-2.0119216,0.7431181872259545,-1.539613335147377
401871778351170.0,26.040379,87.0,401871778352183.0,14.722233,80.0,25.0,0.2776599791985852,-1013.0,0.37035874,5.3451276,-1.1030623020805352,1.465919805518798
1246186586248882.0,19.789963,78.0,1246186586249375.0,23.67807,73.0,5.0,-0.0894475027199873,-493.0,-3.284955,13.458024,-0.7303894502213892,1.0722530516074364
1187660506213706.0,33.850693,78.0,1187660506215325.0,20.175434,73.0,28.0,0.2531230676594678,-1619.0,-3.2018108,-2.4014456,0.2449141270514931,-0.9316599914525142
606049354399087.0,16.750271,87.0,606049354399272.0,23.41354,80.0,5.0,-0.1659023094197908,-185.0,3.0678685,-0.84079427,0.020342145347136867,-0.2203850908038475
1449593506136712.0,26.18515,103.0,1449593506137686.0,19.230259,96.0,15.0,0.1531394553773588,-974.0,7.66735,5.3273005,1.0394577472415492,-0.9459802367842203
1573966791740666.0,25.378471,86.0,1573966791742045.0,19.022301,81.0,20.0,0.1431544928993577,-1379.0,8.701817,3.4126515,-1.0782275629142122,1.0563960394487732
1077991826951532.0,27.286232,103.0,1077991826952635.0,14.664772,96.0,25.0,0.3008619293116322,-1103.0,5.4498835,8.097803,1.4381401757272294,-0.9586656573318119
727070763118592.0,20.968853,102.0,727070763118908.0,23.659695,97.0,5.0,-0.0602941865820953,-316.0,1.7902117,9.919145,-1.2809852184360042,1.0404797510973596
729580279851849.0,17.031422,95.0,729580279851846.0,24.114594,88.0,10.0,-0.1721472134750543,3.0,10.218233,-2.4555922,-0.5681431187059105,0.6772478538757148
48520950085021.0,24.54163,95.0,48520950086319.0,17.094872,88.0,20.0,0.1788516720256663,-1298.0,11.154198,6.217934,0.2853933783437597,0.055193397582987115
1425612547308324.0,20.13633,103.0,1425612547308520.0,22.537151,96.0,5.0,-0.056260256809141,-196.0,8.251033,1.0253527,-1.0121545182231693,1.3852691851999308
256665199116634.0,19.010212,79.0,256665199117068.0,25.775414,72.0,2.0,-0.1510574397240758,-434.0,-3.1416943,-0.32539448,1.2815837296125199,-0.8650890434064759
