TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t,n1,n2,ChargeL_zscore,ChargeR_zscore
1124707025240950.0,30.827648,78.0,1124707025242338.0,18.289165,73.0,25.0,0.2552788390403098,-1388.0,-4.764421,-0.9537215,-1.0815652479791795,1.216358364193226
1188197350741124.0,18.930134,95.0,1188197350741693.0,22.464226,88.0,10.0,-0.0853761720195698,-569.0,9.88493,0.104894854,0.3032144686898205,-0.5066089725233808
692583194419313.0,22.749683,103.0,692583194419653.0,20.264889,96.0,15.0,0.0577663309075817,-340.0,8.810937,2.5565705,0.06689994549685989,-0.5328054563037712
1041033277877930.0,26.635662,79.0,1041033277878650.0,16.44305,72.0,20.0,0.236604381300908,-720.0,1.1072615,7.781332,-1.1311590163847076,1.1678575482517894
695878718898180.0,17.936504,79.0,695878718898462.0,26.241631,72.0,2.0,-0.1879917972997276,-282.0,-3.2547677,-1.2276062,-1.1544737462228258,0.9732104660753023
714792827717627.0,28.529026,102.0,714792827718889.0,19.171043,97.0,25.0,0.196183846191082,-1262.0,3.6961012,-2.5992777,1.8020981630604573,-1.0837683231245765
416091902450159.0,19.800304,95.0,416091902450850.0,21.877838,88.0,10.0,-0.049847087713267,-691.0,9.74324,0.96327263,-1.0144630551905849,1.3990396579788849
1575532631425037.0,19.40107,103.0,1575532631425171.0,24.303631,96.0,5.0,-0.1121746834511005,-134.0,5.8946757,-0.2721187,-0.6471207437995381,0.03948780701848821
946475515325440.0,20.580498,94.0,946475515325927.0,24.641418,89.0,2.0,-0.089799821838597,-487.0,13.399406,13.613238,1.8235447059174164,-1.2262204567893218
915039981514405.0,27.333977,95.0,915039981515697.0,14.90667,88.0,25.0,0.294202572228593,-1292.0,11.654107,9.333477,0.49205389232005287,-0.5294563180611338
318901257560496.0,19.504707,103.0,318901257560725.0,22.559505,96.0,5.0,-0.072622256658463,-229.0,7.6086254,1.3408632,0.8820710215154104,-0.5670922494439707
83484057463523.0,18.62989,103.0,83484057463827.0,21.603989,96.0,10.0,-0.0739202650582112,-304.0,7.551625,2.7288322,0.8629320047327598,-1.234680384607248
578873112267277.0,17.829098,79.0,578873112267816.0,25.902054,72.0,2.0,-0.1846042381870023,-539.0,-3.2051373,-1.5851902,1.184542045454326,-1.030067455134967
1044851537655098.0,18.237133,95.0,1044851537655123.0,25.655869,88.0,5.0,-0.1690186513102931,-25.0,12.626689,-2.4115207,-0.9382026925589444,1.6308640471085658
738259237136616.0,25.820644,102.0,738259237137524.0,24.159367,97.0,15.0,0.0332388282187453,-908.0,1.0513419,3.116552,0.8333496048132383,-0.8845370486625413
1099901047881956.0,32.208496,86.0,1099901047884027.0,18.145229,81.0,28.0,0.2792895063870646,-2071.0,7.930309,-3.3706877,-1.1026097076980885,1.4787248831251067
1195371961522008.0,23.337093,95.0,1195371961523203.0,16.399506,88.0,20.0,0.174589350236038,-1195.0,10.938315,5.848533,-0.276164839078071,0.3351379422760666
197498659523161.0,29.68919,94.0,197498659524485.0,18.219437,89.0,28.0,0.2394089273316056,-1324.0,14.810438,-0.3344231,1.3263888224246532,-1.3599076825204552
237217106932608.0,15.393345,87.0,237217106933038.0,22.251171,80.0,2.0,-0.1821733077933582,-430.0,3.8993247,-0.28446093,0.21613511728593926,-0.20512317485037362
663863637149687.0,27.3358,103.0,663863637150660.0,14.787281,96.0,25.0,0.2979012622557215,-973.0,5.446715,8.113466,-0.6687929312147378,0.4597860601209676
1427134751641170.0,29.86187,86.0,1427134751642806.0,16.9687,81.0,28.0,0.2753152481381286,-1636.0,7.567752,-2.4129279,-0.9156206631711064,1.0809815640112796
700726087030617.0,26.839149,103.0,700726087031846.0,15.215549,96.0,25.0,0.2763924258830725,-1229.0,5.61805,7.5940356,1.3407169004016897,-0.9955880294742638
950968414481483.0,21.674374,102.0,950968414482173.0,25.197285,97.0,10.0,-0.0751607917270434,-690.0,1.352791,9.890685,0.8167564116290191,-0.7306305903165351
1057147385225546.0,25.430271,102.0,1057147385226761.0,16.639942,97.0,25.0,0.2089442475606196,-1215.0,5.5542536,-1.714857,-1.1234969426001957,0.812548787942355
849952115124099.0,20.45237,94.0,849952115124473.0,24.682472,89.0,5.0,-0.0937214314387098,-374.0,13.387904,13.714653,0.9861636914336522,-1.5860957107905433
1105321746635311.0,26.556187,95.0,1105321746636346.0,19.95528,88.0,20.0,0.1419199914722105,-1035.0,11.283663,5.012256,1.039336374670514,-0.7428518540607875
164334316611737.0,26.37925,79.0,164334316612910.0,19.700211,72.0,20.0,0.1449461181848459,-1173.0,-1.0937409,5.9802737,-1.386855540168103,0.7000837151392361
1387078946571237.0,25.208923,87.0,1387078946572622.0,14.908257,80.0,25.0,0.2567644585187692,-1385.0,1.0779834,5.367265,-0.9238762547811891,0.9110791679240355
1662808968175393.0,30.318516,78.0,1662808968176449.0,22.104713,73.0,20.0,0.1566825080538247,-1056.0,-6.721955,3.4483907,0.4388256766218166,-0.5954836153521286
923010337226163.0,20.237106,94.0,923010337226320.0,25.872284,89.0,5.0,-0.1222132411641099,-157.0,13.297263,13.976435,1.2021650494728862,-1.2830131921586319
747773269917030.0,21.356773,87.0,747773269917927.0,17.599503,80.0,15.0,0.0964483874177296,-897.0,4.434286,4.604028,1.435647885764139,-1.0557604267479155
868215645545000.0,23.06329,87.0,868215645546046.0,17.678471,80.0,15.0,0.132169520114754,-1046.0,3.953536,4.1335316,0.4324830260018488,-0.43418991787094985
865327875080451.0,21.646076,86.0,865327875081440.0,23.01482,81.0,10.0,-0.0306474818597459,-989.0,7.8486114,9.692993,-0.6811743269593058,1.4098714538621913
850957399617975.0,23.151066,78.0,850957399618398.0,26.533203,73.0,5.0,-0.0680725925543958,-423.0,-3.803953,11.888578,0.2871826922880997,-1.822168531927026
1506167116780277.0,23.588852,94.0,1506167116780427.0,25.89772,89.0,10.0,-0.0466564546034831,-150.0,13.708327,10.756029,-0.3925486937804198,-0.13895069779026417
904233004529269.0,29.447807,94.0,904233004530665.0,17.90329,89.0,25.0,0.2438067485532595,-1396.0,14.597946,-0.29201305,-0.9753719514102299,1.1835326027930932
1445460795255823.0,28.419453,95.0,1445460795257590.0,14.190426,88.0,28.0,0.3339372777848067,-1767.0,11.768728,10.411491,0.8715756206299115,-0.3106124366979309
400286159675792.0,27.035458,95.0,400286159677362.0,15.230965,88.0,25.0,0.2792877220766943,-1570.0,11.618084,8.994252,0.5754542767364528,-0.4619669630246366
94224483799112.0,28.701267,87.0,94224483800741.0,13.484009,80.0,28.0,0.3607243911359025,-1629.0,-1.1361679,6.610521,-1.3149695890191242,0.9321428030122747
1669000314024300.0,28.190559,94.0,1669000314025305.0,20.343422,89.0,15.0,0.1616833574810193,-1005.0,16.035318,1.9636422,1.4606377276966138,-1.4046825597230894
1150940350167870.0,29.928749,86.0,1150940350169503.0,17.739735,81.0,25.0,0.2557038314874876,-1633.0,8.217773,-2.101649,-1.6366222749219985,0.7082676474950298
785161293339845.0,28.275112,86.0,785161293341291.0,19.674511,81.0,28.0,0.1793674373623334,-1446.0,10.009407,1.1854551,0.8976451823177075,-0.14432260574887368
1475416554220726.0,25.048038,86.0,1475416554222342.0,21.54277,81.0,15.0,0.0752351837298034,-1616.0,10.017138,4.93684,-0.9780892929906273,1.6279422401297894
1124111022286264.0,22.237843,86.0,1124111022287158.0,22.377453,81.0,5.0,-0.0031291958704027,-894.0,8.021851,8.838485,-0.6777580261709819,1.1300707940699424
1590745416582711.0,23.499722,78.0,1590745416583211.0,26.498627,73.0,2.0,-0.0599800805422595,-500.0,-3.8297915,11.635058,0.5510963801555633,-0.3875733609116996
1007253138162519.0,21.923595,102.0,1007253138163025.0,26.54454,97.0,10.0,-0.0953398557629667,-506.0,1.2488881,10.483258,1.2202311416115224,-1.0057465092905618
1010468281687910.0,28.593143,102.0,1010468281689576.0,18.985943,97.0,25.0,0.2019206505984583,-1666.0,3.7437174,-2.6822107,0.5540002358256381,-1.562816929967187
169054784268278.0,28.308243,86.0,169054784270236.0,16.953999,81.0,25.0,0.2508546527589155,-1958.0,7.621951,-0.8785616,-1.0859291153236057,0.9689040647613988
631311018368300.0,28.939854,86.0,631311018369807.0,17.938274,81.0,25.0,0.2346847126660006,-1507.0,8.620372,-1.1025099,-0.9574808919663044,0.6805965374025519
1000258102881134.0,16.205849,79.0,1000258102881457.0,24.166267,72.0,5.0,-0.1971761400863903,-323.0,-2.9896235,-2.5947585,1.6851303974140412,-1.47741454603333
258276691587144.0,18.69173,79.0,258276691587273.0,25.762314,72.0,2.0,-0.1590537859727677,-129.0,-3.2086992,-0.63081306,0.8079904837283357,-1.3351070791349817
1290487791055852.0,22.571411,94.0,1290487791055921.0,26.362869,89.0,5.0,-0.0774806127728863,-69.0,13.424902,11.495228,0.6473294494330136,-0.5741783559838426
753888281503048.0,19.233181,86.0,753888281503649.0,25.901588,81.0,2.0,-0.1477443476004054,-601.0,7.355654,13.897218,0.6579429446667516,-0.6359241325927426
1767152140529815.0,26.057186,102.0,1767152140530686.0,23.574574,97.0,15.0,0.0500206319501868,-871.0,1.1413665,2.8221874,0.24549234127558642,0.4617713806385459
918834304407849.0,26.057735,102.0,918834304408697.0,23.038494,97.0,15.0,0.0614963931343892,-848.0,1.4687788,2.4282308,1.1192077531765623,-0.4896968119282938
727578483809554.0,22.229893,78.0,727578483809722.0,26.415794,73.0,5.0,-0.0860487590605925,-168.0,-3.4735556,12.980455,-1.1225013416365759,1.2144310129827505
976966739647388.0,26.678425,79.0,976966739648321.0,21.47821,72.0,15.0,0.107985431291036,-933.0,-1.9235156,5.27537,0.536547343903946,-0.8395692824380442
1375001841817802.0,21.820122,78.0,1375001841818375.0,25.669849,73.0,2.0,-0.081063999807454,-573.0,-3.2690644,13.4976225,0.1847487324714042,-0.45063216797660494
348582487567702.0,29.439114,95.0,348582487569470.0,15.066925,88.0,28.0,0.3229267156306585,-1768.0,11.759441,10.811899,-0.007805273902126665,-0.26654499024303363
1424456923600185.0,31.324768,94.0,1424456923601507.0,18.540977,89.0,25.0,0.2563641834690326,-1322.0,14.66427,-1.9181349,0.6835012328072149,-1.174689077292952
348512313561456.0,18.796337,95.0,348512313561832.0,24.109367,88.0,5.0,-0.1238303886121993,-376.0,11.317254,-0.75707006,0.7293766694425167,-0.985810197674513
940840842459277.0,28.595318,95.0,940840842460324.0,17.933113,88.0,20.0,0.2291546216118914,-1047.0,11.713305,7.3977466,0.49939940764331403,0.47118908453045605
453235646049508.0,22.064396,79.0,453235646050028.0,22.624504,72.0,10.0,-0.0125334926570133,-520.0,-1.3296077,1.5330942,-1.0291568976073047,1.3858911418223527
1278783255779324.0,32.889053,94.0,1278783255780787.0,17.924789,89.0,28.0,0.2944918827432887,-1463.0,13.880812,-3.4156473,-1.1779353910536925,1.5792221155265278
1395807981505515.0,21.1609,102.0,1395807981505590.0,28.646786,97.0,5.0,-0.1502957997285799,-75.0,2.3998632,12.585221,1.040727029346694,-1.3497294520995244
1387937231716991.0,28.432224,87.0,1387937231718525.0,15.560307,80.0,28.0,0.2925932358836094,-1534.0,-0.6307202,5.375763,-0.6957116475017721,0.8869821477659151
858057394719635.0,26.819557,79.0,858057394720919.0,17.541985,72.0,25.0,0.2091354714405554,-1284.0,0.29101458,7.780884,-0.8424209123979765,1.3513742669632551
856005332247389.0,24.947048,103.0,856005332248103.0,19.525925,96.0,15.0,0.1218970227153466,-714.0,8.202719,3.946498,-0.2775404976465376,1.1486645775737168
785676640101582.0,18.516987,87.0,785676640102233.0,21.444763,80.0,10.0,-0.0732644591390516,-651.0,3.496444,2.0249035,-0.7605435701711574,0.6438860629224823
1301117696447970.0,27.54108,79.0,1301117696449360.0,19.544151,72.0,15.0,0.1698394343653108,-1390.0,-1.5080642,7.1358852,0.4851908298996145,-0.5117908129750746
1593586065077545.0,30.521236,86.0,1593586065079263.0,18.197292,81.0,25.0,0.2529621584625873,-1718.0,8.056213,-2.5850286,1.2196125521683683,-1.3388332743751439
643928879299671.0,26.846237,94.0,643928879300795.0,15.717041,89.0,25.0,0.261474128003017,-1124.0,13.374445,0.15547231,-0.42873219286377207,0.9281182966917586
999259805807431.0,21.342781,86.0,999259805808584.0,23.783108,81.0,5.0,-0.0540782033125153,-1153.0,7.8899646,10.375871,0.36856305413274854,0.3875098767254219
1028995870012338.0,19.564793,79.0,1028995870012286.0,27.134735,72.0,5.0,-0.1620988974449591,52.0,-3.5001943,1.0395795,0.9976924178662375,-0.3706183645896826
1405109692848555.0,27.608356,86.0,1405109692850095.0,16.380798,81.0,25.0,0.2552346880778839,-1540.0,7.0978622,-0.6752297,-0.7758014068263879,0.7837883165787979
1484392873795792.0,31.18195,95.0,1484392873797270.0,16.858543,88.0,28.0,0.2981527895644201,-1478.0,11.872756,11.302889,0.7793617425336752,-0.4782799364454263
1155683552956905.0,19.664753,86.0,1155683552957535.0,25.913128,81.0,5.0,-0.1370922663122491,-630.0,7.631586,13.616816,0.5136346972038779,-0.4254598941221427
854665516770155.0,18.153042,95.0,854665516770289.0,27.160526,88.0,2.0,-0.198781168589505,-134.0,13.624821,-1.9357476,0.6789178130733059,-1.3138995467844217
613242134997731.0,18.639889,79.0,613242134997670.0,26.082813,72.0,5.0,-0.1664238444269311,61.0,-3.3808684,-0.52977824,-1.2110071977866372,1.4076778542412185
604434084625527.0,26.752995,79.0,604434084626671.0,16.370129,72.0,25.0,0.2407725841012817,-1144.0,1.1113555,7.8169127,0.5717108733486441,0.038151178437467084
93055128171880.0,27.082645,95.0,93055128173042.0,15.253899,88.0,25.0,0.279398006601578,-1162.0,11.617912,9.023678,-0.8394533232701217,0.7314056090723712
1547964467174775.0,30.804775,103.0,1547964467175869.0,15.087502,96.0,28.0,0.3424818733661875,-1094.0,5.3993573,11.478672,-0.32566816220895567,0.24118482904324626
1220421683217493.0,28.451977,94.0,1220421683218531.0,21.096634,89.0,20.0,0.1484470069201334,-1038.0,16.472343,2.390573,0.552768680479724,-0.3047336820542139
1024798657398663.0,24.463528,95.0,1024798657399915.0,18.989006,88.0,15.0,0.1259885556961994,-1252.0,10.629395,4.4191003,0.7820720546885815,-1.2866942431596342
390344036061487.0,20.830021,95.0,390344036062193.0,21.099319,88.0,10.0,-0.0064226625079241,-706.0,9.613964,1.6624405,0.5853990392918731,0.1603002035429933
1051698519332193.0,21.268261,86.0,1051698519332868.0,24.664577,81.0,5.0,-0.073940913470228,-675.0,8.219024,11.195003,-0.6742969713737031,0.6662442603688892
985292265436532.0,28.313374,95.0,985292265437840.0,15.950569,88.0,20.0,0.2792974182168994,-1308.0,11.803772,9.091502,1.3004047854136562,-1.1567878474580995
455008238732954.0,25.291721,95.0,455008238734042.0,19.849625,88.0,15.0,0.1205567950942357,-1088.0,10.633084,3.7910812,0.48964771997469647,-0.08828347137189449
1493909706341105.0,25.464722,86.0,1493909706342333.0,18.308979,81.0,20.0,0.1634712815350019,-1228.0,8.656809,2.9745207,0.2562595466133805,-0.12169046485120417
546428630533519.0,22.758839,87.0,546428630534551.0,18.756554,80.0,15.0,0.0964048443429163,-1032.0,4.459718,3.2209482,1.1834067932376302,-1.5121368784808744
1502753669233137.0,19.378605,95.0,1502753669233618.0,25.990532,88.0,5.0,-0.145736230336495,-481.0,13.546353,-1.3326203,0.05097173596403057,0.48797581596106093
1161913786987336.0,24.498451,86.0,1161913786988652.0,20.564854,81.0,15.0,0.0872904683755441,-1316.0,9.186047,4.9080343,1.5889373958618855,-1.3351070791349817
1653598003247397.0,28.883423,86.0,1653598003249029.0,18.263561,81.0,25.0,0.2252500817443593,-1632.0,8.878209,-0.8254946,1.2963879373742713,-1.371558230741244
131244542902421.0,25.019314,78.0,131244542902938.0,23.151009,73.0,10.0,0.0387853948996771,-517.0,-4.9145465,9.495743,0.15494467133475304,0.21736200883774767
1720006368240069.0,19.913177,87.0,1720006368240517.0,22.708755,80.0,10.0,-0.0655901285751194,-448.0,3.5871296,1.4401542,-0.31861577392864326,0.29698541715648535
977290918834973.0,29.374718,102.0,977290918836840.0,17.295959,97.0,28.0,0.2588083091230925,-1867.0,4.474732,-3.6638894,-0.17530945391233066,-0.027606279424005536
84943768097710.0,16.952751,103.0,84943768097503.0,22.704823,96.0,2.0,-0.1450434663502109,207.0,5.917892,2.4790163,1.480717750238243,-1.0924296045092086
320007483998304.0,19.77161,86.0,320007483999125.0,24.614285,81.0,2.0,-0.1091039169087386,-821.0,7.0937557,12.402603,-0.7387249363915749,1.6627310064292786
1702520732253014.0,19.73185,95.0,1702520732253516.0,24.047775,88.0,2.0,-0.0985829595388265,-502.0,11.375088,0.29114258,0.6148080467159651,-1.2641636768000735
649110383796915.0,18.472416,79.0,649110383797198.0,26.258804,72.0,2.0,-0.1740705484893996,-283.0,-3.3855567,-0.6108391,0.8118027754859501,-0.32150091938154546
1716913598987258.0,25.586418,95.0,1716913598988306.0,20.668587,88.0,20.0,0.1063199755356204,-1048.0,10.441134,3.1348147,-1.1955940108280696,1.4101269292156162
269343370806430.0,23.967751,103.0,269343370807456.0,18.318172,96.0,15.0,0.1336042493384855,-1026.0,7.9158697,3.736005,0.4514591944273056,-0.21885112757657132
937534296829681.0,16.556385,87.0,937534296829879.0,24.417675,80.0,2.0,-0.1918601671398929,-198.0,2.691638,-2.3692489,1.1699215433768908,-1.039797577681969
931871931148046.0,29.605679,95.0,931871931149450.0,14.999096,88.0,28.0,0.3274668014803348,-1404.0,11.75944,10.956516,-1.0096685183777818,1.4716759692822705
976896972865794.0,15.031952,87.0,976896972865905.0,22.688126,80.0,2.0,-0.2029734402988244,-111.0,3.7276666,-0.9169207,-1.1543629156142603,1.7775864153956151
406123115097974.0,20.467876,78.0,406123115098529.0,23.494137,73.0,5.0,-0.0688380898299629,-555.0,-3.3625793,13.211144,-1.1916083265750257,1.6673659859838825
288760284855487.0,26.708515,95.0,288760284856571.0,15.170013,88.0,25.0,0.2755231033908354,-1084.0,11.572599,8.683717,-0.40488369531675106,0.46140817471439927
1416619429204705.0,31.894295,94.0,1416619429206083.0,18.334152,89.0,28.0,0.2699693860731947,-1378.0,14.084335,-2.792034,0.93033646281744,-0.9818385306339226
1565128683721338.0,19.078144,95.0,1565128683721628.0,26.574512,88.0,2.0,-0.1642044221917777,-290.0,13.675367,-1.6844006,0.5265308812085243,-1.3593028523162631
1336774707382449.0,30.598843,86.0,1336774707384061.0,18.223328,81.0,25.0,0.2534814562015278,-1612.0,8.057099,-2.643793,-0.8082958634123897,1.543742591067628
477975523190225.0,19.392426,102.0,477975523190607.0,27.824924,97.0,2.0,-0.1785889720621762,-382.0,2.962894,13.604496,-1.2866920847847991,1.231810519053681
103057946242032.0,28.095592,95.0,103057946243210.0,13.984566,88.0,28.0,0.3353368112353571,-1178.0,11.763135,10.350643,-0.47425451802527385,0.47556474121125186
693894555594535.0,25.262432,79.0,693894555595458.0,21.651012,72.0,15.0,0.0769804919886077,-923.0,-1.5612473,4.074188,0.5006436159551112,-1.3761873107645937
935574102231399.0,18.681705,95.0,935574102231998.0,24.100605,88.0,5.0,-0.1266621648059677,-599.0,11.25859,-0.83343697,1.0122646512219726,-0.2368795820854181
569740163626517.0,25.459538,95.0,569740163627631.0,20.780174,88.0,15.0,0.1011979486377423,-1114.0,10.416011,3.0171435,-0.9048822784778232,0.9840840716801039
1611862006675022.0,20.23159,103.0,1611862006675323.0,24.829178,96.0,5.0,-0.1020308397761884,-301.0,6.131169,-1.0300058,1.238193666881267,-1.482377334324557
503917421053469.0,18.8992,86.0,503917421054004.0,24.563805,81.0,5.0,-0.1303316464197539,-535.0,6.0561957,12.6644745,-0.8879315218503273,1.6781831612897335
1591813992306765.0,21.923634,102.0,1591813992307466.0,26.655518,97.0,10.0,-0.0974056525317692,-701.0,1.2573777,10.513534,0.4342136705575798,-0.8161748195018423
1381235387577786.0,21.966362,86.0,1381235387578501.0,23.411781,81.0,10.0,-0.0318527578354187,-715.0,8.248991,9.822747,0.925247861704956,-0.791041790355286
819460162993133.0,27.36927,102.0,819460162994576.0,18.985943,97.0,25.0,0.1808497137096533,-1443.0,4.3157773,-2.0210989,0.8438056409159915,-0.07903274986460176
909271568656449.0,22.052513,78.0,909271568656679.0,25.993393,73.0,2.0,-0.0820232217080056,-230.0,-3.392795,13.2022915,-0.7937887693995316,1.256397713308583
1550541670681399.0,20.785999,95.0,1550541670682019.0,22.245483,88.0,10.0,-0.0339166566468707,-620.0,10.05923,1.6701599,-1.2145701792535264,1.3757442045672026
967694203833413.0,31.246983,78.0,967694203834942.0,18.939964,73.0,25.0,0.2452235040318352,-1529.0,-4.0185094,-1.0242734,0.5686619771992845,-1.0127466878752156
508166581835098.0,30.425175,95.0,508166581836819.0,15.215645,88.0,28.0,0.3332440127061696,-1721.0,11.822944,11.546076,-0.9942775912666008,1.3257284916003378
1411791284909603.0,20.230415,102.0,1411791284909892.0,29.844456,97.0,5.0,-0.1919933253547473,-289.0,2.7447803,13.136645,0.7957065626839013,-1.4598490764772256
1269267266383366.0,29.937752,94.0,1269267266384567.0,19.36084,89.0,25.0,0.2145479530125323,-1201.0,15.899382,0.03897569,1.4619016183997844,-1.2575356816871262
606941836675931.0,29.068378,78.0,606941836677244.0,19.963001,73.0,25.0,0.1857050971378961,-1313.0,-6.3488955,3.2318094,1.2044639059224225,-0.22016031051219354
355432484462551.0,27.567051,103.0,355432484463741.0,14.209095,96.0,25.0,0.319750797500564,-1190.0,5.3688555,8.511514,1.489512264469255,-1.2886726381405227
954502794377976.0,25.638893,86.0,954502794379057.0,21.438877,81.0,15.0,0.0892144211588611,-1081.0,10.277477,4.5303154,1.2053184497478695,-1.4623735628511276
1466928866045731.0,25.392353,95.0,1466928866046689.0,21.338104,88.0,15.0,0.0867581714426631,-958.0,10.334754,2.7580957,-0.7272355747417362,0.9599413942801059
1093064898005514.0,28.376884,78.0,1093064898006649.0,22.499516,73.0,15.0,0.115522481936615,-1135.0,-6.646391,5.2609844,0.6883119372986466,-1.038394258747645
1221207924356345.0,17.918976,103.0,1221207924356645.0,22.115635,96.0,5.0,-0.1048257718802363,-300.0,6.8993382,2.9006217,1.1451149351355312,-1.233635398071252
607858988092622.0,16.778355,95.0,607858988093008.0,24.404236,88.0,2.0,-0.1851724433754058,-386.0,10.514681,-2.833819,-0.9090261248044008,1.3605464990547371
599147799936594.0,26.611134,102.0,599147799938153.0,18.521282,97.0,25.0,0.1792470405306908,-1559.0,4.819881,-1.9014906,1.3253662753299864,-1.6348237869359301
1764145444901179.0,27.186699,103.0,1764145444901723.0,20.690643,96.0,20.0,0.1356812163883283,-544.0,7.693135,5.604451,-1.1233521364350942,1.2864232493740386
5493183913172.0,15.340214,87.0,5493183913030.0,23.739788,80.0,2.0,-0.2149327935039512,142.0,3.3255796,-1.8102769,0.9686838533809136,-1.1394306570053896
1475673180811446.0,31.819481,102.0,1475673180813023.0,19.674778,97.0,28.0,0.2358457668067424,-1577.0,3.1562185,-5.784636,0.8789122320142181,-1.2304719668124293
1064661976897009.0,31.156498,102.0,1064661976898626.0,20.750866,97.0,28.0,0.2004654291441191,-1617.0,2.9785085,-5.468526,0.8697521876577069,-1.4245426904355565
1338209265303156.0,30.332043,95.0,1338209265304753.0,14.912971,88.0,28.0,0.3407905233491584,-1597.0,11.861222,11.690207,-0.2943928423171687,0.39222616721078335
1356930746381167.0,30.003727,103.0,1356930746382655.0,15.816006,96.0,28.0,0.309642157888611,-1488.0,5.525914,11.287216,-0.9770381595656329,0.4041575844195238
444284504161485.0,23.92001,79.0,444284504162162.0,20.548401,72.0,20.0,0.075820316583833,-677.0,-0.5160376,3.0347502,-1.1795816825035388,1.0112016518401612
645901042640919.0,16.595959,103.0,645901042640873.0,21.286091,96.0,5.0,-0.1238088223842162,46.0,7.0304365,3.614351,-1.331419616237522,0.9900782519353073
1534038165796432.0,20.055904,86.0,1534038165797158.0,25.657337,81.0,2.0,-0.1225341471631818,-726.0,8.067782,12.839441,1.4754665350827485,-0.9853982564921837
1280733309670094.0,27.974552,95.0,1280733309671537.0,16.40036,88.0,25.0,0.2608273792182394,-1443.0,11.7488575,8.463598,-1.5745651008078485,1.0125518749932014
719600211620855.0,17.614326,95.0,719600211621193.0,25.030067,88.0,5.0,-0.1738972108244101,-338.0,11.480382,-2.8046796,0.7775741596314727,-1.4735123908609902
115209161197794.0,22.656647,94.0,115209161198204.0,22.528732,89.0,10.0,0.0028308935950276,-410.0,13.765241,11.6884165,0.7195802277649435,-1.2343574493964433
720580497013619.0,21.008606,95.0,720580497014114.0,22.514374,88.0,10.0,-0.0345970795198306,-495.0,10.239303,1.8508568,0.4005748235017444,-0.03027928008468775
312087308942734.0,19.855759,102.0,312087308942585.0,25.935833,97.0,5.0,-0.1327770827447973,149.0,2.9711049,11.797973,-1.6593544997011471,1.2138985161617561
110398067511586.0,29.536335,94.0,110398067513069.0,17.605637,89.0,25.0,0.2530801638930166,-1483.0,14.354338,-0.4263839,0.07573640196663017,-0.3127767951639936
626523951705287.0,16.789341,79.0,626523951705821.0,24.070816,72.0,5.0,-0.1782047729283076,-534.0,-2.9919493,-2.5596523,0.9192259872015325,-1.1860336193926198
1222175606894956.0,29.925224,86.0,1222175606896707.0,18.520115,81.0,25.0,0.2354222147150213,-1751.0,8.354706,-1.9913396,-0.5903344672322559,0.998229095615807
1565997546794251.0,21.033825,102.0,1565997546794194.0,29.036602,97.0,2.0,-0.1598304124708183,57.0,2.4647434,12.705241,-1.0183798510738238,0.3045283526164866
282896946286211.0,19.958271,102.0,282896946286681.0,27.157051,97.0,5.0,-0.1527906357086979,-470.0,2.3455067,12.57272,-1.1485280238288815,1.4320593344063148
1051788578099177.0,23.206234,87.0,1051788578100158.0,19.829102,80.0,15.0,0.0784734665485125,-981.0,3.967714,2.695129,0.6606762196115935,-0.6783291937408668
551853025955813.0,29.660046,78.0,551853025956922.0,22.413506,73.0,20.0,0.139159702414769,-1109.0,-6.736482,3.915523,-1.0369806481780948,1.6934706422778014
986776193692672.0,20.662685,103.0,986776193693003.0,25.183403,96.0,5.0,-0.0986064067232955,-331.0,6.1570644,-1.2686349,0.38101779021659915,-0.4102270479235136
770124825900031.0,24.220921,87.0,770124825900905.0,17.523712,80.0,20.0,0.1604328153992874,-874.0,3.225849,3.5090914,1.2956746850011813,-1.4099369900593401
1106835526268270.0,32.34193,86.0,1106835526270193.0,17.597881,81.0,28.0,0.2952363796490939,-1923.0,7.9025774,-3.4630842,0.8458364419401622,-1.547348102518406
89468318954351.0,28.33432,94.0,89468318955713.0,16.629951,89.0,25.0,0.2603037642932096,-1362.0,13.518097,0.044497304,-0.8005892699331062,0.7132011946313459
708568385641810.0,18.219532,86.0,708568385642688.0,25.766117,81.0,2.0,-0.1715692543265645,-878.0,6.5620427,14.055533,0.8967503364527825,-1.2782166167479463
133090789786777.0,20.84087,94.0,133090789787241.0,25.004478,89.0,5.0,-0.0908185493542332,-464.0,13.42187,13.4331,-1.0329619256252456,1.1207477391794507
878993520774526.0,25.812984,95.0,878993520775819.0,15.009109,88.0,25.0,0.264657547078735,-1293.0,11.544748,8.480227,1.3413094809705282,-1.5094695208500875
163653585498836.0,19.562737,103.0,163653585499320.0,21.66777,96.0,10.0,-0.0510552295658164,-484.0,8.27583,1.9573263,0.862025677472867,-0.5887812348451115
883251016003623.0,22.911526,102.0,883251016003908.0,26.977421,97.0,10.0,-0.0814989139778797,-285.0,1.1372604,10.097355,-1.4165363520444894,0.8794245917284593
239486718454689.0,18.562168,86.0,239486718455267.0,24.967945,81.0,5.0,-0.1471573712661853,-578.0,6.0864778,13.538824,1.7204727085803777,-1.1317674224080827
1006475531350321.0,29.454605,87.0,1006475531351794.0,14.226395,80.0,28.0,0.3486232000183146,-1473.0,-1.0456555,5.9715858,0.013966028412487728,-1.0804804887067063
