TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t
1454977673387179.0,21.695492,102.0,1454977673387654.0,26.879482,97.0,5.0,-0.1067214158467691,-475.0
1079034967785776.0,30.870556,95.0,1079034967787223.0,16.744064,88.0,28.0,0.296683917670665,-1447.0
967117858901198.0,19.66647,103.0,967117858901449.0,24.556499,96.0,2.0,-0.1105766779249941,-251.0
1653406363714972.0,21.001919,95.0,1653406363715388.0,23.613571,88.0,10.0,-0.0585368893180372,-416.0
173552462394418.0,17.687191,95.0,173552462394572.0,25.100147,88.0,5.0,-0.1732511613599332,-154.0
477011637719075.0,28.539108,86.0,477011637720805.0,16.525429,81.0,25.0,0.2665883153309663,-1730.0
1073114788348606.0,18.279491,102.0,1073114788348569.0,25.430851,97.0,2.0,-0.1636079626190067,37.0
211395493796318.0,15.373684,95.0,211395493796475.0,23.050133,88.0,2.0,-0.1997836133770884,-157.0
1266858533040733.0,25.737381,87.0,1266858533041759.0,16.576702,80.0,25.0,0.2164924382267719,-1026.0
236489547739187.0,18.622509,103.0,236489547739254.0,22.526611,96.0,2.0,-0.094876925679091,-67.0
1790525428063930.0,20.087177,86.0,1790525428064500.0,25.222782,81.0,5.0,-0.1133438456653646,-570.0
1519980888358732.0,31.385185,86.0,1519980888360814.0,17.514324,81.0,28.0,0.2836605373685859,-2082.0
682828759196686.0,22.384975,78.0,682828759197655.0,21.415737,73.0,10.0,0.0221283617490053,-969.0
1546457523686972.0,32.539902,78.0,1546457523688342.0,18.950344,73.0,25.0,0.263924899484846,-1370.0
439516677956834.0,20.996593,78.0,439516677957216.0,24.817585,73.0,2.0,-0.0834019547398624,-382.0
367360909281365.0,29.358162,103.0,367360909282625.0,15.221996,96.0,28.0,0.3170954665526309,-1260.0
408322768979210.0,23.090828,103.0,408322768979779.0,19.616497,96.0,10.0,0.0813521099717671,-569.0
135223565171609.0,20.472843,95.0,135223565172590.0,21.690006,88.0,10.0,-0.0288681393422915,-981.0
1050863637375593.0,29.47121,95.0,1050863637377342.0,15.232918,88.0,28.0,0.3185006091607468,-1749.0
506364281754383.0,25.232632,79.0,506364281755119.0,17.419155,72.0,20.0,0.1831922540549121,-736.0
433991132272228.0,20.266384,86.0,433991132272785.0,24.095146,81.0,10.0,-0.0863081593443688,-557.0
1311538937106943.0,30.486469,79.0,1311538937108295.0,16.675949,72.0,28.0,0.2928289215366353,-1352.0
1295088594315566.0,22.527657,94.0,1295088594315857.0,26.571785,89.0,5.0,-0.0823660684371931,-291.0
340956373407350.0,27.361191,79.0,340956373408624.0,16.435558,72.0,25.0,0.2494621918170227,-1274.0
722350338666672.0,19.858707,79.0,722350338667003.0,26.461639,72.0,2.0,-0.1425492806120231,-331.0
1252350875736425.0,24.386921,95.0,1252350875737246.0,19.513165,88.0,20.0,0.1110192813745285,-821.0
1626546828257149.0,28.441952,102.0,1626546828258918.0,18.202293,97.0,28.0,0.219526739043584,-1769.0
703454189140347.0,24.79549,79.0,703454189141248.0,22.750103,72.0,15.0,0.0430194865799655,-901.0
1666344164405442.0,28.318703,102.0,1666344164406605.0,19.393368,97.0,25.0,0.1870666020764431,-1163.0
1501636313275139.0,25.527676,95.0,1501636313276088.0,20.170006,88.0,15.0,0.1172416141370146,-949.0
1680257413482732.0,27.609341,86.0,1680257413484091.0,21.754986,81.0,20.0,0.1185948508930345,-1359.0
947702609438396.0,25.79636,86.0,947702609439777.0,21.025852,81.0,15.0,0.1018855751624891,-1381.0
473166726948286.0,23.822021,95.0,473166726949007.0,22.140594,88.0,15.0,0.0365824920971097,-721.0
60702362473830.0,14.923122,87.0,60702362474219.0,23.219269,80.0,2.0,-0.2175046393919039,-389.0
111075244407013.0,26.930538,78.0,111075244408033.0,21.093586,73.0,15.0,0.1215420816421346,-1020.0
1391983710800646.0,25.482792,79.0,1391983710801889.0,19.818436,72.0,15.0,0.1250375817626842,-1243.0
159915474258508.0,18.055576,103.0,159915474258684.0,22.736668,96.0,5.0,-0.1147544616569758,-176.0
159508069173445.0,31.389679,94.0,159508069174851.0,17.270737,89.0,28.0,0.290152513287186,-1406.0
720681247654042.0,25.512711,95.0,720681247654946.0,20.863983,88.0,15.0,0.1002384516671239,-904.0
1098982216610942.0,22.612026,87.0,1098982216612183.0,17.902836,80.0,15.0,0.1162336428543184,-1241.0
558421571876013.0,17.770382,87.0,558421571876432.0,24.958168,80.0,5.0,-0.1682197500266215,-419.0
722967422194848.0,21.463604,78.0,722967422195351.0,25.918655,73.0,2.0,-0.0940236091318482,-503.0
851235804813813.0,27.076572,79.0,851235804814924.0,19.194679,72.0,20.0,0.1703410396230696,-1111.0
1086989870888413.0,31.034237,78.0,1086989870889564.0,19.472389,73.0,25.0,0.2289174493659505,-1151.0
