ChannelID,energyCutLower,energyCutUpper,DOI
79,17.542939646490744,25.8391903657067,10
79,21.2657728381291,27.197150406106562,15
79,23.465616616998165,29.9057523573882,20
79,-1.0437564615586936,40.724492920667146,25
79,-4.02069300116597,43.92871866786483,28
80,10.824052371873083,24.24973825186351,2
80,11.621971170301283,22.654293519641424,5
80,7.142324720735061,24.613776401197626,10
80,-7.453702573230959,34.48739926318093,15
80,10.22895366685681,24.556079828238815,20
80,15.936990480975357,21.06908670877291,25
80,17.757176751019365,21.984261315929594,28
81,15.704548577937231,21.633503306253388,2
81,17.17163384821128,20.741939825487535,5
81,13.746681461373536,21.940447361573,10
81,2.9638477184486334,29.584550943968758,15
81,-0.43208723301087026,30.148990800670653,20
81,7.272424053224496,25.671076496516555,25
81,-3.640320956432891,34.59354215218141,28
82,16.30796547478913,21.55809005372815,2
82,4.7738617438823585,26.920631627100846,5
82,18.63602112427466,20.602961396614834,10
82,18.27263578677048,22.06262635222064,15
82,14.71920080873273,23.711784985913624,20
82,17.10766434207464,21.761248936737108,25
82,12.080088392468738,25.818210744945993,28
83,16.575267928612085,19.068229004970405,2
83,13.550797052855359,19.824310403169278,5
83,13.226043450901551,19.989099043232624,10
83,7.7270752676704255,25.951648123752815,15
83,11.741023601832064,21.790643254853194,20
83,13.304240276690967,20.68347063389224,25
83,13.787770956187448,22.55178325486627,28
84,17.905220285731662,21.726817798775127,2
84,17.67746852130723,21.06487644460996,5
84,18.383463223014104,21.90835308318495,10
84,17.090278926894175,24.412640178014517,15
84,18.247879283553498,23.421240616039864,20
84,18.97374214972216,21.764812789110284,25
84,18.100757005677586,24.556372786514665,28
85,4.270538548849014,28.711379682187296,2
85,17.32410843405975,22.31215587590052,5
85,15.773613986869833,23.84443663001865,10
85,9.013580666718795,26.643504697443667,15
85,18.134697011528885,24.174417434943415,20
85,18.205942097925274,22.64574469424582,25
85,19.142409250833666,23.22068162353581,28
86,16.03847133990822,21.754668181561463,2
86,16.099366536550757,22.42873069282825,5
86,19.19512959802365,25.02417362248072,10
86,20.921723295255923,29.17125256154931,15
86,24.87312538360214,30.650791318010203,20
86,26.30614800358089,31.556424883312406,25
86,27.374447063341393,33.59439315139846,28
87,13.243033144867937,19.42604104944349,2
87,12.860238659402471,19.629528822987165,5
87,15.368392383062982,22.623114640732418,10
87,18.756565538462418,25.43571573498248,15
87,20.69131380426823,28.44054716153509,20
87,12.481376773731144,35.35385512308067,25
87,24.15914758986832,32.09520129556309,28
88,13.33038781706485,15.749417129106668,2
88,2.284140275404434,22.729930336589348,5
88,12.837380560757447,19.656953982505634,10
88,-0.5541268455899431,31.447892180849593,15
88,-8.55432353988442,36.98652856674233,20
88,-2.647943681878253,32.917658274229154,25
88,6.447333602906678,18.07617893281821,28
89,18.00611193313802,22.970604222316563,2
89,15.481883854931674,24.662117383217726,5
89,18.035196782130928,26.22935977604212,10
89,22.908435641089934,27.58218332889847,15
89,3.6970767263454043,37.63989373654543,20
89,8.030906683683792,35.16527373028548,25
89,22.155323852254796,34.04276185610579,28
90,11.508047809214755,22.54082436884909,2
90,13.380096782166738,21.157641355357825,5
90,15.647473158547092,21.327534263925724,10
90,7.118644222723576,27.110858890409745,15
90,16.681387476012777,21.540795480384755,20
90,1.545796189349998,26.80502342471467,25
90,17.85590081478177,23.02652905998351,28
91,17.601351173155642,22.556150777262886,2
91,16.475359744132078,22.289372656043106,5
91,16.8022126026368,23.32485633855154,10
91,18.472762411962755,23.355998284619446,15
91,17.272020132514978,24.056252209113875,20
91,16.42780095680733,22.753244760081728,25
91,10.154706097085162,28.889755053580387,28
92,17.385948332747084,21.399249744291694,2
92,16.350597466292644,21.911429104914095,5
92,16.20144306216778,22.164930780110925,10
92,18.181207065277132,23.25130913898789,15
92,16.917801231427816,23.088218718307637,20
92,7.1601441947394555,26.941402196780853,25
92,19.82045822538256,23.39526215265606,28
93,17.081171998641665,22.190822192736547,2
93,17.337345216973112,21.98160921054501,5
93,16.452157223007298,22.716110677619746,10
93,18.214071226433234,24.486766151028775,15
93,17.251702959257422,23.039487992221723,20
93,16.761702352232142,22.286639953832776,25
93,19.24927871909935,24.85513820960331,28
94,17.920134680399073,24.39182587131318,2
94,16.621924997104394,25.553838098873612,5
94,20.202465534491193,27.3805044745128,10
94,23.20452399006419,30.761909191269325,15
94,24.393804076847157,32.949766024643374,20
94,26.606560252476967,32.11742544176469,25
94,29.485722105398352,34.603521814972,28
95,15.232073561526818,20.886348056803676,2
95,15.69615197184638,21.01236836825092,5
95,18.10290014900057,22.979455259660895,10
95,20.851588488409263,27.754775781413457,15
95,22.120493202184935,29.42825158399592,20
95,25.042944832212488,29.28437872200551,25
95,26.775687994138416,31.7271969138827,28
96,-0.2894607750787106,23.961046452967032,2
96,1.796811173412154,22.86577864658326,5
96,9.144959921238534,12.051798167299228,10
96,-4.52974479944859,33.847230847656135,15
96,4.123483380428032,32.37046435811894,20
96,-7.245254160858634,36.81016310516495,25
96,6.882445803517777,34.83386765772022,28
97,19.609587497996966,25.383817954801795,2
97,18.49459707770529,25.871138179077388,5
97,22.194325114250496,25.917279601921145,10
97,25.129363341477738,28.59401090210118,15
97,27.719397659610152,29.46278979024334,20
97,25.715050736981254,30.318618728227733,25
97,14.001108978892834,39.03022664393218,28
98,17.980006900196713,21.720012964910154,2
98,12.125650653671382,24.49761018204965,5
98,16.98557724592372,21.931745635930703,10
98,19.257501404748297,24.180548237993293,15
98,19.055458823690245,23.25287462689353,20
98,17.794838164894536,22.42857316858406,25
98,7.378759246182904,29.168296510334585,28
99,16.225692709316462,20.361351381256412,2
99,15.307968727674053,20.961382771950284,5
99,15.427811617952026,21.53931830438849,10
99,17.952515572953025,23.290102132315774,15
99,15.256261721945997,22.39996060425775,20
99,14.843916122455447,21.871799352081844,25
99,9.344534411058737,27.163673045319015,28
100,11.843363546563069,24.05470804086076,2
100,15.943336708150625,21.418955366244354,5
100,16.88987604886531,22.01180589227703,10
100,16.753236396770088,23.058004684881137,15
100,8.335605262247348,26.13553310001165,20
100,17.363465763631496,20.92147420688203,25
100,6.656142358710532,28.269588414595333,28
101,8.145651462982299,28.16014830795764,2
101,16.648045761836652,22.988732711984998,5
101,17.000057313069036,22.912290905835896,10
101,19.12652056420549,24.575786974245144,15
101,18.425970262399908,24.120917249238843,20
101,17.666122330786216,22.72860832568444,25
101,19.983240656536214,25.049458944246812,28
102,16.697853601109895,22.769764849157614,2
102,16.018138849622556,23.60587515178631,5
102,7.43191653289337,31.318876850152257,10
102,6.671047539998321,37.868501600860405,15
102,23.41888012046658,30.198106070287874,20
102,10.935022644428598,36.59428282190817,25
102,28.25324988410124,33.3355377444034,28
103,16.479766905853626,21.775716096715083,2
103,16.36638548971482,22.107930988086647,5
103,5.618935537806548,30.042312893814902,10
103,0.47325698039028197,36.29212741714458,15
103,22.568901372731453,30.419566247835775,20
103,24.634005018292626,30.87948057331554,25
103,27.159522363861633,33.55196205933378,28
104,-5.719241861604031,28.097236670733786,2
104,6.745655306600535,21.52519921422747,5
104,6.479779048086716,26.795345340722132,10
104,4.883124566311855,30.099968949248222,15
104,-2.4947719017161774,33.922748110065584,20
104,-0.4921319602320615,35.51846472818322,25
104,-2.770378131924044,42.72045498790449,28
105,18.617438685805716,25.06521970963282,2
105,19.07761344014036,26.371668111598403,5
105,20.794997548946153,26.09794751955616,10
105,-2.269622536276234,42.27410196630356,15
105,-4.288880755509631,42.13812089803418,20
105,26.093041592849826,29.171278758430244,25
105,26.34097335413143,32.81030739818559,28
106,15.488082933776278,23.38358639170157,2
106,17.512334272280555,23.208168050728958,5
106,7.7564567856508475,25.554074568465367,10
106,18.723352701181888,23.667907046515403,15
106,16.725815137515834,23.983564965541493,20
106,17.413299174050138,22.324673191531225,25
106,18.79692895682544,24.339513173933696,28
107,7.1554005374792595,28.270582219557276,2
107,18.009562942661848,23.14329934241388,5
107,17.276001898499786,23.05443485165874,10
107,5.647198236968999,30.218545284572123,15
107,9.687865277201968,19.00527323233993,20
107,18.123359671539227,23.22104119728639,25
107,19.40229741601322,24.143674783836893,28
108,16.160066811160785,21.92755903824379,2
108,15.900560624829993,22.12225664296939,5
108,16.379396499358215,21.8536411297248,10
108,18.65847297806522,23.35999863859722,15
108,6.03257607597291,27.88825015980214,20
108,16.32969283006456,22.10707431864438,25
108,15.947250558494634,24.744804063873143,28
109,17.36770096005234,23.084843881333413,2
109,15.34365752688573,23.23654614647652,5
109,16.780823533310134,23.313805278180787,10
109,19.843842120665386,24.46661937806266,15
109,18.740902299562414,23.473248152448313,20
109,17.669030781760885,22.74648150682015,25
109,18.735314702783455,25.316960131536213,28
110,8.556753101249651,25.04408826278358,2
110,3.3429477639474428,28.042912742131474,5
110,16.379236187560263,21.878122441706356,10
110,18.28808118770524,22.947651161940517,15
110,16.908809531378374,22.453648813104735,20
110,16.827411946974042,21.64375081853363,25
110,17.016680229626743,24.128062030127786,28
111,4.04919356877366,27.91233765396497,2
111,16.264554056130013,21.476784500905584,5
111,16.61307722837856,21.60271871670719,10
111,17.124037481990914,22.615892370737594,15
111,17.601988966391218,22.106267698322924,20
111,16.125740802810945,21.849826147780156,25
111,17.314276288988168,22.354742436074673,28
112,-0.5630783881039036,26.88611942088835,2
112,-1.4262659916459128,25.99593742438202,5
112,-3.8655179920524567,26.913567496879526,10
112,10.070473500261384,28.29700057390275,15
112,-0.05264114754862703,34.30956576928967,20
112,-3.8473837478589203,35.0834209665709,25
112,-6.820404910475519,36.47804094871498,28
113,3.30877145677486,30.624740807772266,2
113,2.3490541682661235,32.162446408474295,5
113,16.943446252051277,28.512846456853882,10
113,-0.6590625286199696,38.887431677605655,15
113,25.387798153228985,30.501911781101853,20
113,2.133998544791819,41.82436660786675,25
113,28.024033432634422,33.07835862421913,28
114,15.55108582552473,21.710873423722738,2
114,15.757203819074608,21.702927172402124,5
114,16.45791493814816,21.079949533010502,10
114,8.55620220477827,26.198784660041614,15
114,16.882358043582926,22.106438766672554,20
114,17.0095078633367,20.99128104301898,25
114,2.5764477224966047,28.090071250396733,28
115,16.16515496651201,22.98295054042273,2
115,8.484088094531272,25.23222205950504,5
115,15.733431215895905,22.276867683419063,10
115,16.69465177398336,23.127350300219717,15
115,16.651347251044058,23.42267706873257,20
115,17.701824427499172,22.00308467359373,25
115,14.258341310243008,25.070169027736714,28
116,16.51088676657099,20.87791271492003,2
116,15.77124572144387,21.252857049235455,5
116,16.794180840027177,21.127486626859525,10
116,17.486978578971677,22.700557506558976,15
116,16.380253122070354,22.306875207714622,20
116,16.781391074528734,20.325043387269034,25
116,5.616328902139413,28.210852037863447,28
117,17.36483313777056,21.782670515215514,2
117,16.261372263644304,22.10237692866599,5
117,16.603706828707168,22.120266713073306,10
117,18.823941950684013,22.25646790923255,15
117,17.99924861068838,22.438156504190783,20
117,17.40044756240948,21.76669532959043,25
117,18.088344065447316,23.447829568698694,28
118,18.044437834732033,23.4637025198526,2
118,9.389234014121579,27.511585514629616,5
118,18.361233756831588,23.949255716077218,10
118,19.943451909278807,25.68925138843079,15
118,19.57390491864658,24.26756586124687,20
118,18.688852516624532,23.961971324587733,25
118,19.90147471083489,26.408013697325195,28
119,19.51558136729884,25.068708182748,2
119,18.842212963239586,25.367269799280972,5
119,20.582132944131708,24.922220208355476,10
119,20.386521992292778,27.203590213049374,15
119,-0.8260650018629896,35.028242419047885,20
119,20.408164623403536,25.500406718603706,25
119,-0.23288988784757692,35.181202157386295,28
120,0.4248775084483416,16.32359774194883,2
120,0.3264529273332535,24.12249856780373,5
120,-5.16730178171068,26.217179466407163,10
120,0.25366086672027954,24.42568436212509,15
120,-4.795534896457406,24.11603667525263,20
120,-6.551484627228277,25.950382505788156,25
120,-2.7374482395451647,28.761738405852434,28
121,4.988196677973272,14.277644477281527,2
121,-2.386296807107751,26.978036275203536,5
121,-3.0925624990699596,25.17190742273282,10
121,-0.3100727641832677,29.285478524125786,15
121,-7.735549872712166,30.23750631864954,20
121,1.172446954879712,18.519417053007395,25
121,-2.5691407309579635,32.37176102064408,28
122,-6.555776176929227,27.77375558712982,2
122,15.10106291966136,22.021751576563517,5
122,-2.109766105719096,28.695567194525864,10
122,17.189674804280052,23.17420729378952,15
122,-2.4339910108042986,28.30810975325137,20
122,-4.192336847839046,27.249670650314265,25
122,0.8748561428410113,17.88187556758643,28
123,-4.205870564868665,28.976701363615394,2
123,-2.4820976435173456,26.868010817273703,5
123,-1.0565943809005152,27.73415669079278,10
123,-1.7715438685708467,29.410079911239485,15
123,17.16575217208618,22.407553499715476,20
123,-4.448606680261554,26.770643017391656,25
123,-4.546857092532694,30.681103240014853,28
124,16.675730209015388,22.424735464821243,2
124,-0.9777823456910166,28.153939632463086,5
124,17.151365555755618,21.79735961917097,10
124,18.888053708076697,22.193541465378168,15
124,-2.674571287015043,29.90979304516214,20
124,18.55137457919256,20.98394436616806,25
124,18.98502036738779,23.692773359793662,28
125,16.93592686169225,21.96626548451061,2
125,3.5893664964262904,28.229146291463064,5
125,-3.077690786322803,28.873206320264572,10
125,19.800691613597103,23.24315394195542,15
125,-6.385353008288,31.165169310758657,20
125,16.25761493584157,21.562487371778406,25
125,17.490062651387472,25.087414294812387,28
126,5.7878058535869705,28.171195289378783,2
126,-5.147814238244788,31.37454806690688,5
126,18.204966067007707,22.850445379994813,10
126,18.81489384898425,24.516182344507055,15
126,-2.8419409572233096,30.7029108490591,20
126,17.442171013064623,22.79566446544964,25
126,-6.77006845109368,33.43160124252539,28
127,-2.3043594143060027,29.05191836359452,2
127,-2.0635555334915967,30.404335526790263,5
127,18.59442689280486,23.31903479768097,10
127,19.608558623567983,24.792429059667764,15
127,19.269986048356188,24.334465957680067,20
127,19.057032570116743,23.456135449360072,25
127,-2.337286993315322,32.371123861794025,28
64,15.64524997876794,21.173395645904126,2
64,16.53910032445161,22.107698122668467,5
64,-2.466891893909727,28.170485971472523,10
64,16.38139299162085,20.76907260707322,15
64,16.653555469409408,22.51216264935022,20
64,15.7315357470835,20.99021880520373,25
64,15.840409361943172,21.313062295110416,28
65,15.8491918736705,21.269202495950132,2
65,16.205884135434058,21.47017140553933,5
65,16.151219044266377,21.720742534745405,10
65,15.570778446984555,21.272048281740638,15
65,16.146565006218903,22.079786610431842,20
65,14.852880561329435,21.785102730787365,25
65,17.07572300300281,20.71156638903005,28
66,7.117454742295752,25.859478351458453,2
66,15.814677278600064,21.68875898210233,5
66,16.770500615309935,21.944366121157074,10
66,8.323338338397992,25.373360677519788,15
66,17.370719319538814,22.07843156043927,20
66,16.188272368531706,20.7396809710814,25
66,16.87608244696249,20.84846021672954,28
67,23.158720030980607,27.796359231369312,2
67,20.55193287874362,29.217830895208834,5
67,23.14925816176414,27.69159595110388,10
67,20.75040124208169,26.7595095180771,15
67,21.528337208539227,28.366264909340018,20
67,4.249185606503282,33.04436945190228,25
67,20.86082612143204,25.340430744757832,28
68,20.501557516616742,25.29323451035603,2
68,19.286065603330137,27.979185920125794,5
68,-3.4539894307987318,36.54891964925845,10
68,21.778410593037894,24.107911124891086,15
68,-1.9272605890294017,37.9611170998828,20
68,19.43320358360417,23.70514199963825,25
68,18.966539002639827,24.975818534100945,28
69,0.1389787752195204,34.49185400121835,2
69,21.823000365686546,27.885048192519022,5
69,22.254063823195786,27.80400225867782,10
69,21.86431482987368,26.425650793898566,15
69,18.936642679052746,29.823688606399443,20
69,18.311063696174514,26.46046700959746,25
69,20.733747281413116,24.096782688940635,28
70,23.145342917456972,28.638399296955228,2
70,9.811406483262228,35.446106986598366,5
70,3.070306314110052,34.404695679274155,10
70,-3.379868948092451,35.52034809541544,15
70,21.690082315716005,28.93782910200497,20
70,12.88154083370565,20.9040900766408,25
70,19.17491797085824,27.027339712910596,28
71,-0.20238382273795708,24.583552281254395,2
71,-5.305293654562401,27.577028303440688,5
71,14.130676789772238,20.159181005416585,10
71,-5.485266527745733,25.851220907240233,15
71,0.18667066405172328,26.571709970570687,20
71,-1.193472019265661,26.244465378726396,25
71,0.03299293543788018,25.436877253755796,28
72,23.97420121756405,29.081418102799162,2
72,23.550518172630756,29.508174171083358,5
72,1.9899837259958133,34.68897958788297,10
72,17.3174250482584,25.620742011847085,15
72,16.993571629545645,22.72204014353,20
72,14.923502662187985,20.44242315943046,25
72,14.034495869960509,19.823240285024447,28
73,22.989090462115477,28.07975835545163,2
73,22.631278085932554,28.789425587923933,5
73,20.614931129243708,27.4992953310323,10
73,18.780258687244384,24.82822547415168,15
73,19.003285171188207,24.585572197038953,20
73,15.360060116667892,21.64659469264895,25
73,15.669644611950915,20.81572675578326,28
74,14.504896953130586,20.857861167203527,2
74,14.33098152110472,20.72763236125933,5
74,15.42832087468042,20.559370462013288,10
74,14.701090546417477,19.926581098448594,15
74,15.70218768708294,20.991047731605825,20
74,14.894789947356902,19.489704415935886,25
74,15.340604159176337,19.552097496666264,28
75,21.179646258740068,28.00116925860993,2
75,22.15127129904155,28.293277593283808,5
75,23.20466452537271,28.14378017896718,10
75,20.391631778894816,27.540851052881376,15
75,22.625535068190622,28.058123262592815,20
75,20.106744956940645,25.45486540993935,25
75,20.354022899780627,24.51422890805757,28
76,20.355535779328086,27.320214081078184,2
76,21.275335767545513,26.998020339473946,5
76,21.429785512988538,27.49172506519529,10
76,20.593869498208342,25.687185638204866,15
76,12.16545946732169,31.550022056536598,20
76,20.458565547433786,24.615608512050585,25
76,20.540107532670664,23.9664964949603,28
77,16.902183502181074,29.79240647203116,2
77,10.856594716434522,33.28109589351231,5
77,22.78124442837342,28.800601172142613,10
77,21.547239985521838,27.080009904280875,15
77,22.604466482936832,29.25925742444223,20
77,20.950131370671382,26.42474058679093,25
77,2.299708710510579,34.720977874217226,28
78,21.955002010438154,27.06440558760092,2
78,-2.4457435423760643,36.77847332604352,5
78,23.102241658940308,27.928110983303,10
78,22.311914960660182,26.573729370593178,15
78,-1.0002668364430924,39.029473487478825,20
78,3.1537148951775684,33.50811420941052,25
78,23.409560084916354,24.75867110584368,28
79,15.051890055933459,19.441984294721433,2
79,-2.2799693616649446,24.496866914995692,5
79,16.84890243596846,18.588469691724203,10
79,11.668922213994547,20.48709020192789,15
79,6.35111118156083,25.231785868929393,20
79,15.08959942827467,18.64856681507914,25
79,14.625328909909397,19.037522237104085,28
80,-10.864780395552037,35.85209543733819,2
80,20.12169815484648,26.173258787383613,5
80,18.24237610044752,23.981072953144814,10
80,15.358900485004,20.442310498360257,15
80,13.816609043336697,20.117414343859842,20
80,12.038049962954613,17.14577335261515,25
80,10.592385925422068,17.071984996686222,28
81,22.799741329319136,27.71314524636667,2
81,22.084708846139325,27.737238071273676,5
81,20.028975238405998,26.401781465252434,10
81,18.582908694695373,23.878199147642324,15
81,5.594080268284348,29.36801391897369,20
81,14.756131386084366,20.516497208825182,25
81,14.293656386252582,19.874339742019192,28
82,4.786611702309402,26.63400475943847,2
82,15.943592973138752,22.04348445736677,5
82,16.55778141232597,21.85439939048577,10
82,15.656336027481034,20.956296462541694,15
82,17.68298683946015,21.300116894478094,20
82,15.923246477475299,20.96418248306477,25
82,15.522768950058484,21.207041029488067,28
83,14.46812099279221,20.31530733453823,2
83,15.502082000786636,20.195496714931608,5
83,15.96537228940448,20.013438666382637,10
83,15.953717778929631,19.80580924247948,15
83,15.428189983622637,21.186609804246984,20
83,15.247011687264223,19.812605636488822,25
83,13.95755336032268,20.446868442467633,28
84,15.497122668991832,21.06054091648517,2
84,15.300389679308157,20.911797740341026,5
84,8.541126344727065,24.08954365788247,10
84,14.938978851740668,20.429042930099566,15
84,5.4896540580218325,27.004489764682276,20
84,8.273840088565317,24.117442764668425,25
84,14.898795330241924,20.291126793390397,28
85,5.161966317762291,27.137744978888115,2
85,14.790488868151758,23.08836204209742,5
85,16.623449773886275,22.287626489682605,10
85,16.947277263547996,21.357634921157675,15
85,6.221470878979119,28.697293157366403,20
85,16.503445650078636,20.78614610689962,25
85,17.128050325832866,20.697996966161618,28
86,7.129194614758271,25.751189359434214,2
86,16.00290642552063,21.947624686512913,5
86,15.002437833417009,21.908204800099977,10
86,8.164643398035723,24.643876875173788,15
86,17.697539683641832,22.035480627346477,20
86,14.427211256810414,20.856320031994002,25
86,-4.370609319862414,31.93964480364139,28
87,15.547330719854038,21.18522563813662,2
87,-3.845315121283928,28.314968680089333,5
87,11.560358935824452,21.977430062273967,10
87,-6.045696662353635,30.558555870278724,15
87,7.304279100410694,25.663284463116533,20
87,15.151173144561378,20.893879610900086,25
87,16.13668385908386,19.97623399213878,28
88,22.416608568098063,28.25906640357079,2
88,22.23235830301583,27.99629452180657,5
88,20.125167478971644,25.0650332219673,10
88,17.613981505172,21.871771051928846,15
88,15.380038548526999,21.508931536658004,20
88,12.462590538799013,18.948939146829108,25
88,11.503931750246732,18.56701292502533,28
89,9.713682116596198,35.582610749407884,2
89,21.321467477323573,29.191017704431765,5
89,20.532093243800684,27.608829292212054,10
89,18.670315134783568,24.377344386834306,15
89,18.048313631182847,24.982101744853946,20
89,15.231872641016038,20.923141712147455,25
89,14.898442405249831,20.77584466720417,28
90,13.667137703586446,19.9022397494534,2
90,14.676099676647606,19.99705691267513,5
90,14.077519251942086,20.539784824858117,10
90,14.998121676206793,18.809994565911317,15
90,6.141446500739786,25.757505529273676,20
90,14.463098115319923,19.10874237362661,25
90,14.706428304846053,19.266766352663662,28
91,15.284728504103384,20.5032916030751,2
91,15.78529792832091,20.2704287660713,5
91,15.287818872850211,21.120681982469602,10
91,16.205252187259212,19.366130781199615,15
91,16.44873282649062,21.534950972338585,20
91,14.666427885550544,19.529384268449146,25
91,15.226105173862367,20.142519087738016,28
92,14.34938142008724,19.807157688553232,2
92,10.683374490199586,22.019002260104717,5
92,15.333224279310375,20.332768483640262,10
92,14.421105497781799,19.158665923859527,15
92,8.144503187731393,25.704699196599684,20
92,14.297291811968321,19.033556019095734,25
92,14.565087703999781,19.3840002685476,28
93,14.663226577781916,20.580273410066507,2
93,7.465419243318033,23.74146267076256,5
93,7.548055608872017,24.600263046457698,10
93,14.04915587160373,20.03062033297215,15
93,6.860955787687393,24.64397402566803,20
93,14.049097637178319,20.206014245719206,25
93,15.22415048102607,18.988552776563782,28
94,23.800947312968155,27.417173877615767,2
94,13.20887277279333,22.82557774297633,5
94,2.7652519967722746,36.07162417517189,10
94,18.70964966412654,25.988370153062117,15
94,17.79311786380347,25.230300359519607,20
94,13.017221443704209,23.14982472407798,25
94,16.109996126455798,22.11628819740387,28
95,-8.564643105966908,34.57784000021761,2
95,0.5367410632409637,33.84163707087447,5
95,15.24785132064863,24.64604289132712,10
95,7.896971922227454,25.39577068692201,15
95,13.438297796477999,18.433316313401825,20
95,10.03526976028946,19.25401731658709,25
95,-5.044392244898422,25.354064170462674,28
96,21.31037352996592,26.436447611970845,2
96,-2.4055065960268216,34.86483605426169,5
96,4.770226509604349,30.54228895589631,10
96,1.4737245464063324,28.40952514557013,15
96,14.819269752952732,22.005533600460563,20
96,12.82971981510718,18.258834977622627,25
96,11.914567027233105,18.374950666946003,28
97,23.828896362918112,30.58143701235343,2
97,24.163844502416794,29.479034643582402,5
97,22.706668683071776,28.76985468425012,10
97,19.30393127012394,26.41808888502692,15
97,18.32013404216991,25.894714964357412,20
97,3.2352131561470934,28.352063777153276,25
97,15.72509129525383,21.31614732615125,28
98,15.475054474830973,22.388162009111536,2
98,16.2032543559802,21.82670305303708,5
98,16.479882013837194,22.003768816090226,10
98,16.035163320218306,21.19830332123274,15
